parcel_id,project_id,survey_number,village,land_area_acres,land_use_type,ownership_type,owner_count,ownership_verified,ownership_conflict,document_status,acquisition_status,possession_status,compensation_status,legal_dispute_flag
PARCEL-0007893,LG-000783,Sy.No 108/4D,Haripur (Puducherry),501.52,Agricultural,Community,3,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007894,LG-000783,Sy.No 109/2B,Anandpur (Puducherry),501.52,Residential,Private,3,0,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007895,LG-000783,Sy.No 110/3C,Chandpur (Puducherry),501.52,Residential,Community,2,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007896,LG-000783,Sy.No 111/4D,Gopalpur (Puducherry),501.52,Agricultural,Community,2,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007897,LG-000784,Sy.No 101/2B,Haripur (Yanam),806.35,Agricultural,Government,2,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0007898,LG-000784,Sy.No 102/3C,Chandpur (Yanam),806.35,Commercial,Private,1,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007899,LG-000784,Sy.No 103/4D,Kishanpur (Yanam),806.35,Residential,Government,1,0,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007900,LG-000784,Sy.No 104/3C,Gopalpur (Yanam),806.35,Agricultural,Private,5,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007901,LG-000784,Sy.No 105/3C,Fatehpur (Yanam),806.35,Barren,Private,5,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007902,LG-000784,Sy.No 106/1A,Bhavanipur (Yanam),806.35,Barren,Private,2,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007903,LG-000784,Sy.No 107/1A,Kishanpur (Yanam),806.35,Residential,Private,1,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007904,LG-000785,Sy.No 101/3C,Govindpur (Ratlam),479.0,Residential,Private,5,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007905,LG-000785,Sy.No 102/2B,Kalyanpur (Ratlam),479.0,Residential,Government,1,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0007906,LG-000785,Sy.No 103/3C,Kishanpur (Ratlam),479.0,Commercial,Government,1,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0007907,LG-000785,Sy.No 104/2B,Shivpur (Ratlam),479.0,Residential,Community,5,0,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0007908,LG-000785,Sy.No 105/2B,Anandpur (Ratlam),479.0,Residential,Government,1,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007909,LG-000785,Sy.No 106/2B,Haripur (Ratlam),479.0,Commercial,Private,3,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007910,LG-000785,Sy.No 107/3C,Madhavpur (Ratlam),479.0,Commercial,Private,3,0,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0007911,LG-000785,Sy.No 108/1A,Fatehpur (Ratlam),479.0,Commercial,Government,2,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0007912,LG-000786,Sy.No 101/4D,Haripur (Sonbhadra),285.35,Commercial,Community,1,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0007913,LG-000786,Sy.No 102/3C,Madhavpur (Sonbhadra),285.35,Commercial,Community,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007914,LG-000786,Sy.No 103/3C,Rampur (Sonbhadra),285.35,Barren,Private,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007915,LG-000786,Sy.No 104/4D,Sultanpur (Sonbhadra),285.35,Agricultural,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007916,LG-000786,Sy.No 105/3C,Haripur (Sonbhadra),285.35,Residential,Community,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007917,LG-000786,Sy.No 106/4D,Devpur (Sonbhadra),285.35,Agricultural,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007918,LG-000786,Sy.No 107/2B,Devpur (Sonbhadra),285.35,Commercial,Community,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007919,LG-000786,Sy.No 108/2B,Anandpur (Sonbhadra),285.35,Barren,Private,5,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0007920,LG-000786,Sy.No 109/4D,Nandpur (Sonbhadra),285.35,Agricultural,Community,2,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0007921,LG-000786,Sy.No 110/2B,Bhavanipur (Sonbhadra),285.35,Agricultural,Government,5,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0007922,LG-000786,Sy.No 111/1A,Bhavanipur (Sonbhadra),285.35,Commercial,Government,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0007923,LG-000786,Sy.No 112/2B,Madhavpur (Sonbhadra),285.35,Residential,Community,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0007924,LG-000786,Sy.No 113/4D,Haripur (Sonbhadra),285.35,Residential,Community,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007925,LG-000786,Sy.No 114/1A,Rampur (Sonbhadra),285.35,Agricultural,Private,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0007926,LG-000787,Sy.No 101/3C,Fatehpur (Ambedkar Nagar),534.54,Agricultural,Private,1,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0007927,LG-000787,Sy.No 102/2B,Madhavpur (Ambedkar Nagar),534.54,Barren,Community,5,0,0,Rejected,Identified,Pending,Pending,0
PARCEL-0007928,LG-000787,Sy.No 103/2B,Gopalpur (Ambedkar Nagar),534.54,Agricultural,Private,2,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007929,LG-000787,Sy.No 104/4D,Haripur (Ambedkar Nagar),534.54,Residential,Government,3,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007930,LG-000787,Sy.No 105/2B,Govindpur (Ambedkar Nagar),534.54,Agricultural,Government,5,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007931,LG-000787,Sy.No 106/3C,Fatehpur (Ambedkar Nagar),534.54,Residential,Private,3,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007932,LG-000787,Sy.No 107/3C,Kishanpur (Ambedkar Nagar),534.54,Agricultural,Government,3,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007933,LG-000787,Sy.No 108/1A,Fatehpur (Ambedkar Nagar),534.54,Residential,Community,3,0,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0007934,LG-000787,Sy.No 109/4D,Haripur (Ambedkar Nagar),534.54,Barren,Community,5,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007935,LG-000787,Sy.No 110/1A,Madhavpur (Ambedkar Nagar),534.54,Barren,Community,2,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007936,LG-000787,Sy.No 111/1A,Haripur (Ambedkar Nagar),534.54,Agricultural,Community,3,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0007937,LG-000787,Sy.No 112/1A,Sultanpur (Ambedkar Nagar),534.54,Agricultural,Private,1,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0007938,LG-000787,Sy.No 113/4D,Fatehpur (Ambedkar Nagar),534.54,Commercial,Private,3,0,0,Pending,Identified,Pending,Pending,0
PARCEL-0007939,LG-000787,Sy.No 114/3C,Sultanpur (Ambedkar Nagar),534.54,Commercial,Government,3,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007940,LG-000787,Sy.No 115/3C,Nandpur (Ambedkar Nagar),534.54,Residential,Community,4,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007941,LG-000788,Sy.No 101/2B,Gopalpur (Tonk),184.76,Barren,Private,1,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007942,LG-000788,Sy.No 102/1A,Nandpur (Tonk),184.76,Residential,Community,3,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007943,LG-000788,Sy.No 103/3C,Anandpur (Tonk),184.76,Residential,Private,5,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007944,LG-000788,Sy.No 104/1A,Anandpur (Tonk),184.76,Commercial,Private,4,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0007945,LG-000788,Sy.No 105/1A,Gopalpur (Tonk),184.76,Agricultural,Community,4,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007946,LG-000788,Sy.No 106/2B,Devpur (Tonk),184.76,Agricultural,Community,3,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007947,LG-000788,Sy.No 107/4D,Govindpur (Tonk),184.76,Residential,Private,3,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007948,LG-000788,Sy.No 108/4D,Devpur (Tonk),184.76,Agricultural,Community,3,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0007949,LG-000788,Sy.No 109/2B,Fatehpur (Tonk),184.76,Residential,Private,1,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0007950,LG-000788,Sy.No 110/3C,Bhavanipur (Tonk),184.76,Residential,Private,2,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007951,LG-000788,Sy.No 111/4D,Govindpur (Tonk),184.76,Agricultural,Community,4,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007952,LG-000788,Sy.No 112/2B,Chandpur (Tonk),184.76,Barren,Community,3,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007953,LG-000788,Sy.No 113/1A,Chandpur (Tonk),184.76,Agricultural,Community,5,0,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0007954,LG-000789,Sy.No 101/1A,Devpur (Kanker),906.61,Residential,Private,3,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007955,LG-000789,Sy.No 102/1A,Haripur (Kanker),906.61,Residential,Community,4,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007956,LG-000789,Sy.No 103/3C,Rampur (Kanker),906.61,Commercial,Government,4,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0007957,LG-000789,Sy.No 104/1A,Madhavpur (Kanker),906.61,Barren,Government,4,0,0,Pending,Identified,Pending,Pending,0
PARCEL-0007958,LG-000789,Sy.No 105/4D,Haripur (Kanker),906.61,Residential,Private,5,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007959,LG-000789,Sy.No 106/2B,Sultanpur (Kanker),906.61,Residential,Private,5,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0007960,LG-000789,Sy.No 107/1A,Gopalpur (Kanker),906.61,Residential,Government,4,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007961,LG-000789,Sy.No 108/2B,Sultanpur (Kanker),906.61,Agricultural,Community,4,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007962,LG-000789,Sy.No 109/3C,Madhavpur (Kanker),906.61,Agricultural,Private,2,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0007963,LG-000789,Sy.No 110/1A,Haripur (Kanker),906.61,Agricultural,Private,5,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0007964,LG-000789,Sy.No 111/2B,Rampur (Kanker),906.61,Commercial,Government,3,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007965,LG-000790,Sy.No 101/4D,Fatehpur (Kanker),65.58,Barren,Private,4,0,0,Rejected,Identified,Pending,Pending,0
PARCEL-0007966,LG-000790,Sy.No 102/1A,Shivpur (Kanker),65.58,Residential,Private,2,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007967,LG-000790,Sy.No 103/3C,Nandpur (Kanker),65.58,Barren,Government,5,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007968,LG-000790,Sy.No 104/2B,Rampur (Kanker),65.58,Commercial,Community,3,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007969,LG-000790,Sy.No 105/4D,Bhavanipur (Kanker),65.58,Commercial,Community,5,0,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0007970,LG-000790,Sy.No 106/1A,Madhavpur (Kanker),65.58,Commercial,Community,5,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0007971,LG-000790,Sy.No 107/3C,Kishanpur (Kanker),65.58,Agricultural,Community,1,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007972,LG-000790,Sy.No 108/2B,Kishanpur (Kanker),65.58,Commercial,Government,3,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0007973,LG-000790,Sy.No 109/4D,Kishanpur (Kanker),65.58,Commercial,Community,4,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007974,LG-000790,Sy.No 110/1A,Anandpur (Kanker),65.58,Commercial,Government,3,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007975,LG-000790,Sy.No 111/3C,Nandpur (Kanker),65.58,Residential,Community,3,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0007976,LG-000790,Sy.No 112/1A,Madhavpur (Kanker),65.58,Commercial,Community,5,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007977,LG-000790,Sy.No 113/3C,Chandpur (Kanker),65.58,Agricultural,Private,5,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0007978,LG-000791,Sy.No 101/1A,Kalyanpur (Dibrugarh),496.67,Residential,Government,5,0,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007979,LG-000791,Sy.No 102/2B,Kalyanpur (Dibrugarh),496.67,Barren,Private,3,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007980,LG-000791,Sy.No 103/3C,Gopalpur (Dibrugarh),496.67,Commercial,Community,1,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007981,LG-000791,Sy.No 104/4D,Kalyanpur (Dibrugarh),496.67,Barren,Community,3,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0007982,LG-000791,Sy.No 105/4D,Anandpur (Dibrugarh),496.67,Commercial,Government,2,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007983,LG-000791,Sy.No 106/3C,Rampur (Dibrugarh),496.67,Residential,Private,1,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0007984,LG-000791,Sy.No 107/4D,Gopalpur (Dibrugarh),496.67,Commercial,Community,5,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0007985,LG-000791,Sy.No 108/2B,Kalyanpur (Dibrugarh),496.67,Barren,Government,2,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007986,LG-000791,Sy.No 109/1A,Shivpur (Dibrugarh),496.67,Commercial,Community,4,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007987,LG-000791,Sy.No 110/1A,Nandpur (Dibrugarh),496.67,Commercial,Community,5,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0007988,LG-000791,Sy.No 111/4D,Govindpur (Dibrugarh),496.67,Residential,Community,2,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007989,LG-000791,Sy.No 112/2B,Haripur (Dibrugarh),496.67,Barren,Private,4,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007990,LG-000791,Sy.No 113/1A,Kalyanpur (Dibrugarh),496.67,Residential,Government,3,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0007991,LG-000791,Sy.No 114/4D,Nandpur (Dibrugarh),496.67,Barren,Community,2,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0007992,LG-000791,Sy.No 115/1A,Rampur (Dibrugarh),496.67,Commercial,Private,4,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0007993,LG-000792,Sy.No 101/1A,Haripur (Kheri),175.57,Barren,Community,5,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0007994,LG-000792,Sy.No 102/2B,Rampur (Kheri),175.57,Commercial,Private,5,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0007995,LG-000792,Sy.No 103/1A,Chandpur (Kheri),175.57,Agricultural,Government,3,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0007996,LG-000792,Sy.No 104/4D,Kishanpur (Kheri),175.57,Barren,Government,5,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0007997,LG-000792,Sy.No 105/3C,Madhavpur (Kheri),175.57,Agricultural,Government,4,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007998,LG-000793,Sy.No 101/2B,Anandpur (Anupgarh),94.93,Commercial,Government,4,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0007999,LG-000793,Sy.No 102/1A,Nandpur (Anupgarh),94.93,Barren,Government,1,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0008000,LG-000793,Sy.No 103/4D,Bhavanipur (Anupgarh),94.93,Residential,Private,5,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0008001,LG-000793,Sy.No 104/3C,Govindpur (Anupgarh),94.93,Residential,Community,3,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0008002,LG-000793,Sy.No 105/3C,Kalyanpur (Anupgarh),94.93,Barren,Government,1,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0008003,LG-000793,Sy.No 106/2B,Fatehpur (Anupgarh),94.93,Agricultural,Private,5,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0008004,LG-000793,Sy.No 107/4D,Haripur (Anupgarh),94.93,Residential,Community,5,0,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0008005,LG-000793,Sy.No 108/4D,Anandpur (Anupgarh),94.93,Commercial,Community,1,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0008006,LG-000793,Sy.No 109/3C,Shivpur (Anupgarh),94.93,Agricultural,Government,5,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0008007,LG-000793,Sy.No 110/3C,Rampur (Anupgarh),94.93,Barren,Private,5,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0008008,LG-000794,Sy.No 101/1A,Shivpur (Narayanpet),667.33,Barren,Government,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0008009,LG-000794,Sy.No 102/4D,Gopalpur (Narayanpet),667.33,Barren,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0008010,LG-000794,Sy.No 103/1A,Shivpur (Narayanpet),667.33,Barren,Government,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0008011,LG-000794,Sy.No 104/2B,Rampur (Narayanpet),667.33,Commercial,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0008012,LG-000794,Sy.No 105/1A,Nandpur (Narayanpet),667.33,Commercial,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0008013,LG-000794,Sy.No 106/1A,Nandpur (Narayanpet),667.33,Residential,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0008014,LG-000794,Sy.No 107/4D,Kalyanpur (Narayanpet),667.33,Barren,Government,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0008015,LG-000794,Sy.No 108/4D,Kishanpur (Narayanpet),667.33,Barren,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0008016,LG-000794,Sy.No 109/3C,Haripur (Narayanpet),667.33,Commercial,Private,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0008017,LG-000795,Sy.No 101/2B,Sultanpur (Kurnool),250.83,Agricultural,Private,3,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0008018,LG-000795,Sy.No 102/2B,Fatehpur (Kurnool),250.83,Commercial,Community,1,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0008019,LG-000795,Sy.No 103/3C,Bhavanipur (Kurnool),250.83,Residential,Government,3,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0008020,LG-000795,Sy.No 104/2B,Kishanpur (Kurnool),250.83,Barren,Private,1,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0008021,LG-000795,Sy.No 105/4D,Anandpur (Kurnool),250.83,Commercial,Government,5,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0008022,LG-000795,Sy.No 106/4D,Shivpur (Kurnool),250.83,Agricultural,Government,3,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0008023,LG-000795,Sy.No 107/2B,Shivpur (Kurnool),250.83,Residential,Community,1,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0008024,LG-000795,Sy.No 108/3C,Chandpur (Kurnool),250.83,Commercial,Private,3,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0008025,LG-000795,Sy.No 109/2B,Rampur (Kurnool),250.83,Barren,Government,3,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0008026,LG-000795,Sy.No 110/4D,Madhavpur (Kurnool),250.83,Commercial,Community,5,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0008027,LG-000796,Sy.No 101/3C,Shivpur (Hooghly),744.61,Agricultural,Community,2,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0008028,LG-000796,Sy.No 102/3C,Rampur (Hooghly),744.61,Commercial,Government,1,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0008029,LG-000796,Sy.No 103/1A,Fatehpur (Hooghly),744.61,Commercial,Community,5,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0008030,LG-000796,Sy.No 104/2B,Nandpur (Hooghly),744.61,Barren,Private,1,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0008031,LG-000796,Sy.No 105/1A,Rampur (Hooghly),744.61,Barren,Community,1,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0008032,LG-000796,Sy.No 106/2B,Shivpur (Hooghly),744.61,Commercial,Private,4,0,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0008033,LG-000796,Sy.No 107/4D,Kishanpur (Hooghly),744.61,Agricultural,Government,5,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0008034,LG-000796,Sy.No 108/2B,Rampur (Hooghly),744.61,Barren,Government,1,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0008035,LG-000796,Sy.No 109/4D,Rampur (Hooghly),744.61,Commercial,Government,4,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0008036,LG-000796,Sy.No 110/3C,Haripur (Hooghly),744.61,Commercial,Government,4,0,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0008037,LG-000796,Sy.No 111/3C,Devpur (Hooghly),744.61,Commercial,Community,4,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0008038,LG-000796,Sy.No 112/4D,Devpur (Hooghly),744.61,Commercial,Community,4,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0008039,LG-000796,Sy.No 113/3C,Fatehpur (Hooghly),744.61,Agricultural,Private,2,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0008040,LG-000797,Sy.No 101/2B,Sultanpur (Hapur),1151.62,Agricultural,Community,1,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0008041,LG-000797,Sy.No 102/2B,Gopalpur (Hapur),1151.62,Barren,Government,2,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0008042,LG-000797,Sy.No 103/2B,Madhavpur (Hapur),1151.62,Barren,Community,5,0,0,Pending,Identified,Pending,Pending,0
PARCEL-0008043,LG-000797,Sy.No 104/2B,Govindpur (Hapur),1151.62,Agricultural,Government,2,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0008044,LG-000797,Sy.No 105/3C,Fatehpur (Hapur),1151.62,Residential,Private,5,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0008045,LG-000797,Sy.No 106/2B,Kalyanpur (Hapur),1151.62,Agricultural,Government,5,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0008046,LG-000797,Sy.No 107/3C,Anandpur (Hapur),1151.62,Residential,Private,2,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0008047,LG-000798,Sy.No 101/2B,Kalyanpur (Tapi),223.83,Commercial,Private,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0008048,LG-000798,Sy.No 102/4D,Bhavanipur (Tapi),223.83,Barren,Government,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0008049,LG-000798,Sy.No 103/4D,Shivpur (Tapi),223.83,Residential,Government,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0008050,LG-000798,Sy.No 104/2B,Govindpur (Tapi),223.83,Barren,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0008051,LG-000798,Sy.No 105/4D,Chandpur (Tapi),223.83,Barren,Government,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0008052,LG-000798,Sy.No 106/3C,Govindpur (Tapi),223.83,Residential,Private,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0008053,LG-000798,Sy.No 107/1A,Gopalpur (Tapi),223.83,Barren,Private,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0008054,LG-000799,Sy.No 101/4D,Sultanpur (Banaskantha),542.71,Agricultural,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0008055,LG-000799,Sy.No 102/4D,Shivpur (Banaskantha),542.71,Agricultural,Government,3,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0008056,LG-000799,Sy.No 103/4D,Haripur (Banaskantha),542.71,Commercial,Government,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0008057,LG-000799,Sy.No 104/1A,Rampur (Banaskantha),542.71,Barren,Government,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0008058,LG-000799,Sy.No 105/1A,Fatehpur (Banaskantha),542.71,Residential,Community,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0008059,LG-000799,Sy.No 106/1A,Devpur (Banaskantha),542.71,Residential,Private,2,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0008060,LG-000799,Sy.No 107/3C,Gopalpur (Banaskantha),542.71,Commercial,Private,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0008061,LG-000799,Sy.No 108/2B,Fatehpur (Banaskantha),542.71,Agricultural,Private,3,0,0,Verified,Acquired,Taken,Pending,0
