admin_id,project_id,department,officer_workload,active_case_count,pending_case_count,staff_available,average_processing_days,approval_backlog,historical_delay_rate,coordination_score
ADM-0002178,LG-000606,Public Works Dept,Medium,22,25,8,36,3,0.11,9.4
ADM-0002179,LG-000607,Revenue Department,High,33,10,3,98,40,0.49,4.1
ADM-0002180,LG-000607,Land Records Cell,High,15,30,10,114,40,0.76,4.4
ADM-0002181,LG-000608,Revenue Department,High,48,25,6,52,40,0.65,2.4
ADM-0002182,LG-000608,Land Records Cell,High,33,20,10,46,20,0.44,4.7
ADM-0002183,LG-000608,Environmental Cell,High,39,13,14,118,40,0.63,4.4
ADM-0002184,LG-000609,Revenue Department,High,12,7,7,64,37,0.54,3.0
ADM-0002185,LG-000609,Land Records Cell,High,24,12,7,63,19,0.62,3.0
ADM-0002186,LG-000610,Revenue Department,High,39,19,13,109,16,0.82,3.6
ADM-0002187,LG-000610,Land Records Cell,High,48,21,7,52,26,0.51,3.0
ADM-0002188,LG-000610,Environmental Cell,High,44,13,9,70,19,0.44,4.3
ADM-0002189,LG-000610,Public Works Dept,High,22,21,13,120,33,0.84,3.5
ADM-0002190,LG-000610,Irrigation Department,High,13,5,13,108,26,0.42,2.9
ADM-0002191,LG-000611,Revenue Department,Medium,23,21,12,27,3,0.3,9.2
ADM-0002192,LG-000611,Land Records Cell,Medium,25,29,14,24,1,0.19,9.6
ADM-0002193,LG-000611,Environmental Cell,Medium,32,9,7,28,10,0.15,6.8
ADM-0002194,LG-000611,Public Works Dept,Medium,14,17,7,28,10,0.23,9.0
ADM-0002195,LG-000611,Irrigation Department,Medium,15,7,4,30,4,0.17,6.5
ADM-0002196,LG-000612,Revenue Department,Medium,16,11,2,38,6,0.16,8.6
ADM-0002197,LG-000612,Land Records Cell,Medium,10,13,9,40,4,0.31,9.5
ADM-0002198,LG-000612,Environmental Cell,Medium,20,21,14,12,4,0.06,6.8
ADM-0002199,LG-000613,Revenue Department,High,26,11,10,111,23,0.69,4.4
ADM-0002200,LG-000613,Land Records Cell,High,32,19,13,112,36,0.43,2.2
ADM-0002201,LG-000613,Environmental Cell,High,17,13,13,67,32,0.77,3.7
ADM-0002202,LG-000613,Public Works Dept,High,34,26,11,111,11,0.84,3.5
ADM-0002203,LG-000614,Revenue Department,High,13,15,8,76,38,0.71,2.1
ADM-0002204,LG-000614,Land Records Cell,High,11,17,10,50,15,0.77,2.9
ADM-0002205,LG-000615,Revenue Department,Medium,20,25,15,24,10,0.1,8.8
ADM-0002206,LG-000615,Land Records Cell,Medium,15,10,11,10,6,0.3,6.8
ADM-0002207,LG-000616,Revenue Department,High,19,23,8,110,30,0.61,2.3
ADM-0002208,LG-000616,Land Records Cell,High,41,7,10,83,35,0.72,3.7
ADM-0002209,LG-000616,Environmental Cell,High,21,16,11,68,29,0.48,3.3
ADM-0002210,LG-000616,Public Works Dept,High,21,13,14,66,10,0.41,3.8
ADM-0002211,LG-000616,Irrigation Department,High,15,30,2,110,28,0.5,3.0
ADM-0002212,LG-000617,Revenue Department,High,35,9,4,91,29,0.52,4.3
ADM-0002213,LG-000617,Land Records Cell,High,42,23,6,84,40,0.59,2.3
ADM-0002214,LG-000618,Revenue Department,High,20,8,3,96,14,0.47,4.8
ADM-0002215,LG-000618,Land Records Cell,High,16,8,13,58,21,0.84,4.3
ADM-0002216,LG-000618,Environmental Cell,High,30,28,3,112,24,0.49,4.3
ADM-0002217,LG-000618,Public Works Dept,High,24,21,14,66,37,0.44,2.4
ADM-0002218,LG-000618,Irrigation Department,High,31,6,2,54,26,0.66,2.7
ADM-0002219,LG-000619,Revenue Department,High,30,9,13,68,30,0.61,2.6
ADM-0002220,LG-000619,Land Records Cell,High,50,9,11,79,27,0.56,2.2
ADM-0002221,LG-000619,Environmental Cell,High,27,5,15,61,16,0.67,3.3
ADM-0002222,LG-000619,Public Works Dept,High,18,6,4,88,12,0.8,2.4
ADM-0002223,LG-000619,Irrigation Department,High,20,6,11,72,15,0.41,4.2
ADM-0002224,LG-000620,Revenue Department,High,45,7,10,55,18,0.69,2.7
ADM-0002225,LG-000620,Land Records Cell,High,36,6,8,74,21,0.84,4.9
ADM-0002226,LG-000620,Environmental Cell,High,49,27,3,100,12,0.75,2.2
ADM-0002227,LG-000620,Public Works Dept,High,15,22,14,102,30,0.74,4.1
ADM-0002228,LG-000620,Irrigation Department,High,22,16,6,88,19,0.62,3.4
ADM-0002229,LG-000621,Revenue Department,Medium,44,9,11,21,1,0.2,9.1
ADM-0002230,LG-000621,Land Records Cell,Medium,37,24,4,37,10,0.25,6.8
ADM-0002231,LG-000621,Environmental Cell,Medium,18,21,3,17,10,0.29,7.4
ADM-0002232,LG-000621,Public Works Dept,Medium,35,17,2,21,3,0.14,6.5
ADM-0002233,LG-000621,Irrigation Department,Medium,14,23,4,13,8,0.19,8.1
ADM-0002234,LG-000622,Revenue Department,High,29,16,14,86,19,0.46,4.8
ADM-0002235,LG-000622,Land Records Cell,High,34,18,13,107,22,0.47,3.3
ADM-0002236,LG-000622,Environmental Cell,High,44,26,8,54,23,0.81,3.8
ADM-0002237,LG-000622,Public Works Dept,High,21,21,12,96,13,0.54,4.3
ADM-0002238,LG-000623,Revenue Department,Medium,40,22,3,18,9,0.05,7.1
ADM-0002239,LG-000623,Land Records Cell,Medium,25,20,7,40,3,0.28,9.3
ADM-0002240,LG-000623,Environmental Cell,Medium,43,10,15,23,9,0.09,9.6
ADM-0002241,LG-000624,Revenue Department,High,42,9,9,70,38,0.51,2.5
ADM-0002242,LG-000624,Land Records Cell,High,49,15,12,79,23,0.41,2.8
ADM-0002243,LG-000625,Revenue Department,Medium,44,27,10,18,6,0.33,9.4
ADM-0002244,LG-000625,Land Records Cell,Medium,37,13,14,20,5,0.31,9.1
ADM-0002245,LG-000626,Revenue Department,High,34,29,13,117,30,0.84,2.6
ADM-0002246,LG-000626,Land Records Cell,High,36,24,5,98,19,0.65,4.7
ADM-0002247,LG-000627,Revenue Department,High,33,28,11,81,31,0.76,4.7
ADM-0002248,LG-000627,Land Records Cell,High,32,30,15,47,31,0.77,4.6
ADM-0002249,LG-000628,Revenue Department,High,36,25,13,87,31,0.85,3.4
ADM-0002250,LG-000628,Land Records Cell,High,22,20,15,93,25,0.76,4.6
ADM-0002251,LG-000628,Environmental Cell,High,18,13,14,59,10,0.49,2.3
ADM-0002252,LG-000628,Public Works Dept,High,35,13,2,45,29,0.43,3.7
ADM-0002253,LG-000629,Revenue Department,High,22,10,3,57,27,0.79,3.1
ADM-0002254,LG-000629,Land Records Cell,High,29,8,2,48,19,0.73,2.9
ADM-0002255,LG-000630,Revenue Department,High,33,5,7,111,24,0.68,2.6
ADM-0002256,LG-000630,Land Records Cell,High,45,21,3,108,22,0.43,4.2
ADM-0002257,LG-000631,Revenue Department,Medium,39,11,14,29,8,0.25,7.2
ADM-0002258,LG-000631,Land Records Cell,Medium,48,8,2,31,8,0.18,7.9
ADM-0002259,LG-000632,Revenue Department,Medium,46,30,2,36,3,0.29,8.9
ADM-0002260,LG-000632,Land Records Cell,Medium,21,17,14,40,8,0.21,7.8
ADM-0002261,LG-000632,Environmental Cell,Medium,11,21,7,40,5,0.08,6.8
ADM-0002262,LG-000633,Revenue Department,High,44,13,5,56,38,0.68,4.8
ADM-0002263,LG-000633,Land Records Cell,High,11,22,12,76,23,0.56,4.6
ADM-0002264,LG-000633,Environmental Cell,High,18,7,11,109,36,0.63,2.0
ADM-0002265,LG-000634,Revenue Department,Medium,29,8,14,14,9,0.3,8.0
ADM-0002266,LG-000634,Land Records Cell,Medium,23,15,6,40,3,0.09,6.7
ADM-0002267,LG-000635,Revenue Department,High,34,5,5,47,21,0.5,2.9
ADM-0002268,LG-000635,Land Records Cell,High,13,14,10,71,30,0.58,2.5
ADM-0002269,LG-000635,Environmental Cell,High,23,19,2,47,11,0.42,4.2
ADM-0002270,LG-000636,Revenue Department,Medium,44,17,15,10,2,0.21,6.5
ADM-0002271,LG-000636,Land Records Cell,Medium,34,29,8,24,1,0.28,7.8
ADM-0002272,LG-000636,Environmental Cell,Medium,16,30,13,24,0,0.22,8.3
ADM-0002273,LG-000636,Public Works Dept,Medium,43,30,5,40,10,0.33,7.1
ADM-0002274,LG-000636,Irrigation Department,Medium,42,22,8,39,10,0.07,8.9
ADM-0002275,LG-000637,Revenue Department,Medium,35,23,15,39,0,0.3,9.1
ADM-0002276,LG-000637,Land Records Cell,Medium,41,10,2,28,2,0.12,7.9
ADM-0002277,LG-000637,Environmental Cell,Medium,50,13,3,38,3,0.14,9.1
ADM-0002278,LG-000637,Public Works Dept,Medium,37,22,6,39,4,0.11,8.4
ADM-0002279,LG-000638,Revenue Department,Medium,50,21,15,20,9,0.05,7.1
ADM-0002280,LG-000638,Land Records Cell,Medium,16,25,10,17,7,0.05,8.0
ADM-0002281,LG-000638,Environmental Cell,Medium,26,18,9,17,1,0.15,8.2
ADM-0002282,LG-000638,Public Works Dept,Medium,37,28,15,30,9,0.13,9.5
ADM-0002283,LG-000638,Irrigation Department,Medium,15,12,9,26,7,0.29,7.9
ADM-0002284,LG-000639,Revenue Department,Medium,35,15,14,11,7,0.21,7.9
ADM-0002285,LG-000639,Land Records Cell,Medium,36,25,8,39,4,0.22,9.4
ADM-0002286,LG-000639,Environmental Cell,Medium,13,7,11,17,4,0.2,7.3
ADM-0002287,LG-000640,Revenue Department,Medium,37,26,10,31,9,0.28,6.7
ADM-0002288,LG-000640,Land Records Cell,Medium,28,14,9,20,3,0.29,8.4
ADM-0002289,LG-000640,Environmental Cell,Medium,13,15,4,27,5,0.19,7.8
ADM-0002290,LG-000641,Revenue Department,High,36,11,11,113,27,0.7,2.5
ADM-0002291,LG-000641,Land Records Cell,High,50,10,3,104,18,0.63,3.4
ADM-0002292,LG-000642,Revenue Department,Medium,25,30,2,14,9,0.34,9.1
ADM-0002293,LG-000642,Land Records Cell,Medium,34,16,8,38,4,0.08,9.6
ADM-0002294,LG-000642,Environmental Cell,Medium,26,27,10,18,5,0.23,7.6
ADM-0002295,LG-000642,Public Works Dept,Medium,29,21,11,20,6,0.2,8.5
ADM-0002296,LG-000642,Irrigation Department,Medium,33,15,13,39,3,0.21,6.9
ADM-0002297,LG-000643,Revenue Department,High,28,15,8,74,38,0.58,4.6
ADM-0002298,LG-000643,Land Records Cell,High,14,6,3,59,14,0.53,4.7
ADM-0002299,LG-000644,Revenue Department,Medium,18,17,10,38,2,0.25,6.7
ADM-0002300,LG-000644,Land Records Cell,Medium,40,6,7,28,0,0.13,7.1
ADM-0002301,LG-000644,Environmental Cell,Medium,13,16,8,40,10,0.23,9.0
ADM-0002302,LG-000645,Revenue Department,High,30,24,9,116,11,0.4,3.9
ADM-0002303,LG-000645,Land Records Cell,High,18,5,11,103,19,0.68,2.6
ADM-0002304,LG-000646,Revenue Department,High,21,30,9,60,24,0.73,3.6
ADM-0002305,LG-000646,Land Records Cell,High,20,27,6,119,22,0.54,2.6
ADM-0002306,LG-000647,Revenue Department,Medium,34,16,2,19,1,0.06,8.6
ADM-0002307,LG-000647,Land Records Cell,Medium,48,25,3,25,5,0.31,8.1
ADM-0002308,LG-000647,Environmental Cell,Medium,16,5,9,36,10,0.28,6.9
ADM-0002309,LG-000648,Revenue Department,Medium,18,22,10,40,4,0.17,8.9
ADM-0002310,LG-000648,Land Records Cell,Medium,35,14,7,40,2,0.15,8.0
ADM-0002311,LG-000648,Environmental Cell,Medium,32,11,10,11,0,0.3,9.4
ADM-0002312,LG-000648,Public Works Dept,Medium,32,13,11,37,8,0.27,9.8
ADM-0002313,LG-000648,Irrigation Department,Medium,44,8,12,11,1,0.31,8.3
ADM-0002314,LG-000649,Revenue Department,High,11,14,2,120,16,0.61,3.5
ADM-0002315,LG-000649,Land Records Cell,High,29,26,12,106,32,0.54,4.7
ADM-0002316,LG-000649,Environmental Cell,High,12,22,12,65,11,0.73,4.1
ADM-0002317,LG-000649,Public Works Dept,High,16,11,7,54,40,0.5,3.2
ADM-0002318,LG-000650,Revenue Department,High,28,13,15,93,24,0.47,3.6
ADM-0002319,LG-000650,Land Records Cell,High,25,27,7,47,12,0.62,3.7
ADM-0002320,LG-000650,Environmental Cell,High,29,29,7,113,28,0.49,4.8
ADM-0002321,LG-000651,Revenue Department,High,27,26,12,118,26,0.6,2.6
ADM-0002322,LG-000651,Land Records Cell,High,36,23,11,107,21,0.53,2.8
ADM-0002323,LG-000651,Environmental Cell,High,17,14,5,90,12,0.63,4.7
ADM-0002324,LG-000651,Public Works Dept,High,21,21,14,48,37,0.53,3.2
ADM-0002325,LG-000651,Irrigation Department,High,26,25,14,89,23,0.42,2.4
ADM-0002326,LG-000652,Revenue Department,Medium,48,29,6,11,3,0.15,8.2
ADM-0002327,LG-000652,Land Records Cell,Medium,12,22,12,15,3,0.25,7.7
ADM-0002328,LG-000652,Environmental Cell,Medium,48,19,7,32,7,0.19,7.6
ADM-0002329,LG-000652,Public Works Dept,Medium,31,23,15,29,10,0.24,7.2
ADM-0002330,LG-000653,Revenue Department,High,46,16,6,74,19,0.77,2.9
ADM-0002331,LG-000653,Land Records Cell,High,14,11,10,87,15,0.51,3.0
ADM-0002332,LG-000653,Environmental Cell,High,25,10,11,114,19,0.5,3.0
ADM-0002333,LG-000654,Revenue Department,High,27,24,2,101,25,0.57,3.1
ADM-0002334,LG-000654,Land Records Cell,High,10,12,8,71,24,0.59,4.2
ADM-0002335,LG-000655,Revenue Department,Medium,45,29,5,39,7,0.25,8.5
ADM-0002336,LG-000655,Land Records Cell,Medium,39,27,11,23,6,0.18,8.0
ADM-0002337,LG-000655,Environmental Cell,Medium,16,12,11,13,5,0.22,9.4
ADM-0002338,LG-000656,Revenue Department,Medium,34,11,15,16,6,0.34,9.6
ADM-0002339,LG-000656,Land Records Cell,Medium,14,24,8,25,6,0.14,8.5
ADM-0002340,LG-000656,Environmental Cell,Medium,33,30,9,34,0,0.2,6.9
ADM-0002341,LG-000657,Revenue Department,Medium,11,20,9,25,7,0.17,9.5
ADM-0002342,LG-000657,Land Records Cell,Medium,18,24,2,15,5,0.26,9.3
ADM-0002343,LG-000658,Revenue Department,Medium,11,24,8,39,7,0.31,9.5
ADM-0002344,LG-000658,Land Records Cell,Medium,36,30,3,37,8,0.33,9.6
ADM-0002345,LG-000659,Revenue Department,Medium,40,24,9,25,1,0.21,9.5
ADM-0002346,LG-000659,Land Records Cell,Medium,29,24,12,22,1,0.2,9.2
ADM-0002347,LG-000659,Environmental Cell,Medium,15,27,14,20,9,0.07,8.6
ADM-0002348,LG-000660,Revenue Department,High,39,21,11,107,21,0.56,2.8
ADM-0002349,LG-000660,Land Records Cell,High,49,27,10,92,17,0.79,3.5
ADM-0002350,LG-000660,Environmental Cell,High,41,5,7,109,33,0.63,4.5
ADM-0002351,LG-000660,Public Works Dept,High,38,16,12,65,12,0.6,3.5
ADM-0002352,LG-000661,Revenue Department,Medium,31,15,9,38,10,0.06,8.9
ADM-0002353,LG-000661,Land Records Cell,Medium,12,20,4,15,1,0.23,9.3
ADM-0002354,LG-000662,Revenue Department,High,19,21,14,53,35,0.76,4.5
ADM-0002355,LG-000662,Land Records Cell,High,39,26,8,65,38,0.61,3.5
ADM-0002356,LG-000663,Revenue Department,High,31,17,10,115,34,0.7,3.8
ADM-0002357,LG-000663,Land Records Cell,High,18,29,12,86,36,0.41,2.7
ADM-0002358,LG-000663,Environmental Cell,High,42,26,13,56,16,0.66,4.5
ADM-0002359,LG-000663,Public Works Dept,High,27,5,7,79,20,0.63,2.8
ADM-0002360,LG-000663,Irrigation Department,High,43,27,15,50,37,0.48,3.3
ADM-0002361,LG-000664,Revenue Department,Medium,35,8,13,31,10,0.32,9.2
ADM-0002362,LG-000664,Land Records Cell,Medium,34,29,14,11,3,0.34,7.0
ADM-0002363,LG-000664,Environmental Cell,Medium,38,8,2,39,3,0.09,7.7
ADM-0002364,LG-000664,Public Works Dept,Medium,49,10,7,34,4,0.18,9.0
ADM-0002365,LG-000664,Irrigation Department,Medium,39,27,14,24,10,0.11,8.4
ADM-0002366,LG-000665,Revenue Department,Medium,47,30,3,36,2,0.14,7.6
ADM-0002367,LG-000665,Land Records Cell,Medium,50,21,15,18,9,0.11,8.7
ADM-0002368,LG-000665,Environmental Cell,Medium,16,18,9,20,5,0.07,9.1
ADM-0002369,LG-000665,Public Works Dept,Medium,14,10,2,35,9,0.35,7.7
ADM-0002370,LG-000666,Revenue Department,High,37,29,13,46,20,0.78,4.0
ADM-0002371,LG-000666,Land Records Cell,High,16,27,15,72,26,0.72,3.7
ADM-0002372,LG-000666,Environmental Cell,High,16,27,6,102,29,0.79,4.8
ADM-0002373,LG-000666,Public Works Dept,High,15,11,11,110,31,0.52,3.5
ADM-0002374,LG-000667,Revenue Department,Medium,23,12,2,21,9,0.19,8.7
ADM-0002375,LG-000667,Land Records Cell,Medium,30,21,15,18,7,0.19,8.0
ADM-0002376,LG-000668,Revenue Department,Medium,39,16,10,39,5,0.3,9.8
ADM-0002377,LG-000668,Land Records Cell,Medium,29,8,6,36,9,0.17,9.7
ADM-0002378,LG-000668,Environmental Cell,Medium,27,26,8,18,7,0.25,7.3
ADM-0002379,LG-000669,Revenue Department,Medium,13,14,8,17,5,0.23,8.3
ADM-0002380,LG-000669,Land Records Cell,Medium,44,26,11,19,9,0.18,6.8
ADM-0002381,LG-000669,Environmental Cell,Medium,43,20,5,35,9,0.24,6.7
ADM-0002382,LG-000669,Public Works Dept,Medium,50,10,2,40,5,0.22,7.4
ADM-0002383,LG-000669,Irrigation Department,Medium,49,7,4,29,5,0.29,8.5
ADM-0002384,LG-000670,Revenue Department,Medium,19,27,6,12,1,0.18,7.0
ADM-0002385,LG-000670,Land Records Cell,Medium,19,8,10,34,6,0.17,6.8
ADM-0002386,LG-000670,Environmental Cell,Medium,13,11,9,40,1,0.1,7.9
ADM-0002387,LG-000670,Public Works Dept,Medium,50,30,13,19,9,0.25,9.6
ADM-0002388,LG-000670,Irrigation Department,Medium,44,27,9,21,8,0.2,8.0
ADM-0002389,LG-000671,Revenue Department,Medium,26,5,13,14,10,0.17,7.0
ADM-0002390,LG-000671,Land Records Cell,Medium,32,20,6,16,7,0.14,7.8
ADM-0002391,LG-000671,Environmental Cell,Medium,39,15,3,36,0,0.21,9.6
ADM-0002392,LG-000671,Public Works Dept,Medium,50,14,6,21,5,0.2,7.4
ADM-0002393,LG-000672,Revenue Department,High,19,26,15,91,23,0.71,2.9
ADM-0002394,LG-000672,Land Records Cell,High,44,6,6,78,15,0.68,3.3
ADM-0002395,LG-000672,Environmental Cell,High,27,23,3,63,11,0.56,3.9
ADM-0002396,LG-000672,Public Works Dept,High,13,14,5,100,23,0.52,2.4
ADM-0002397,LG-000673,Revenue Department,High,16,18,8,73,20,0.67,3.9
ADM-0002398,LG-000673,Land Records Cell,High,13,25,5,92,27,0.62,3.6
ADM-0002399,LG-000673,Environmental Cell,High,32,12,10,97,36,0.46,2.8
ADM-0002400,LG-000674,Revenue Department,Medium,22,20,13,10,7,0.26,6.6
ADM-0002401,LG-000674,Land Records Cell,Medium,43,7,10,33,3,0.31,8.4
ADM-0002402,LG-000674,Environmental Cell,Medium,10,5,5,36,5,0.14,7.6
ADM-0002403,LG-000674,Public Works Dept,Medium,28,22,4,11,2,0.14,8.5
ADM-0002404,LG-000674,Irrigation Department,Medium,40,10,13,15,4,0.05,9.2
ADM-0002405,LG-000675,Revenue Department,Medium,12,24,3,21,4,0.06,8.2
ADM-0002406,LG-000675,Land Records Cell,Medium,40,17,5,18,10,0.3,8.5
ADM-0002407,LG-000675,Environmental Cell,Medium,27,20,2,33,5,0.12,7.1
ADM-0002408,LG-000675,Public Works Dept,Medium,11,7,4,14,1,0.14,6.7
ADM-0002409,LG-000675,Irrigation Department,Medium,34,5,4,15,4,0.16,6.9
ADM-0002410,LG-000676,Revenue Department,Medium,27,19,9,39,3,0.32,6.6
ADM-0002411,LG-000676,Land Records Cell,Medium,50,13,9,36,10,0.12,8.0
ADM-0002412,LG-000676,Environmental Cell,Medium,19,30,3,17,7,0.11,6.5
ADM-0002413,LG-000677,Revenue Department,Medium,23,13,2,15,1,0.15,6.5
ADM-0002414,LG-000677,Land Records Cell,Medium,17,6,8,23,7,0.33,9.6
ADM-0002415,LG-000678,Revenue Department,Medium,49,6,10,37,0,0.19,7.3
ADM-0002416,LG-000678,Land Records Cell,Medium,19,20,3,39,6,0.33,6.7
ADM-0002417,LG-000678,Environmental Cell,Medium,27,6,7,37,8,0.28,7.3
ADM-0002418,LG-000678,Public Works Dept,Medium,40,20,6,22,8,0.1,9.4
ADM-0002419,LG-000679,Revenue Department,Medium,37,5,3,22,3,0.28,8.9
ADM-0002420,LG-000679,Land Records Cell,Medium,10,23,10,30,9,0.24,9.7
ADM-0002421,LG-000679,Environmental Cell,Medium,34,18,4,16,2,0.2,7.8
ADM-0002422,LG-000679,Public Works Dept,Medium,49,6,10,17,9,0.06,8.5
ADM-0002423,LG-000679,Irrigation Department,Medium,16,19,2,14,9,0.12,9.2
ADM-0002424,LG-000680,Revenue Department,Medium,34,7,10,28,3,0.07,9.6
ADM-0002425,LG-000680,Land Records Cell,Medium,34,26,5,10,7,0.3,7.8
ADM-0002426,LG-000680,Environmental Cell,Medium,35,26,9,38,3,0.16,6.7
ADM-0002427,LG-000680,Public Works Dept,Medium,15,20,3,36,2,0.06,8.2
ADM-0002428,LG-000681,Revenue Department,High,20,12,3,84,36,0.71,3.1
ADM-0002429,LG-000681,Land Records Cell,High,28,14,8,53,30,0.61,4.7
ADM-0002430,LG-000682,Revenue Department,Medium,37,14,9,11,9,0.09,8.6
ADM-0002431,LG-000682,Land Records Cell,Medium,12,11,11,38,8,0.24,9.5
ADM-0002432,LG-000682,Environmental Cell,Medium,39,8,8,14,9,0.18,8.1
ADM-0002433,LG-000682,Public Works Dept,Medium,27,10,4,20,7,0.3,9.0
ADM-0002434,LG-000683,Revenue Department,High,34,18,3,87,36,0.79,3.6
ADM-0002435,LG-000683,Land Records Cell,High,17,22,7,85,25,0.53,2.3
ADM-0002436,LG-000683,Environmental Cell,High,50,20,5,111,40,0.74,3.2
ADM-0002437,LG-000683,Public Works Dept,High,31,25,13,86,23,0.63,5.0
ADM-0002438,LG-000683,Irrigation Department,High,46,15,7,104,26,0.8,4.0
ADM-0002439,LG-000684,Revenue Department,Medium,49,18,14,32,6,0.2,7.7
ADM-0002440,LG-000684,Land Records Cell,Medium,43,29,12,37,4,0.2,9.1
ADM-0002441,LG-000685,Revenue Department,Medium,47,21,9,27,8,0.28,7.4
ADM-0002442,LG-000685,Land Records Cell,Medium,10,11,5,36,2,0.2,8.0
ADM-0002443,LG-000685,Environmental Cell,Medium,37,5,4,29,9,0.1,7.2
ADM-0002444,LG-000685,Public Works Dept,Medium,42,25,9,15,4,0.11,9.0
ADM-0002445,LG-000686,Revenue Department,High,48,6,6,85,21,0.48,3.6
ADM-0002446,LG-000686,Land Records Cell,High,47,22,10,106,15,0.6,4.9
ADM-0002447,LG-000686,Environmental Cell,High,35,29,8,100,30,0.64,3.0
ADM-0002448,LG-000686,Public Works Dept,High,10,29,4,58,20,0.64,4.3
ADM-0002449,LG-000686,Irrigation Department,High,50,5,15,58,35,0.5,3.6
ADM-0002450,LG-000687,Revenue Department,Medium,11,15,13,29,3,0.35,9.3
ADM-0002451,LG-000687,Land Records Cell,Medium,25,18,5,18,1,0.27,8.5
ADM-0002452,LG-000688,Revenue Department,High,30,9,3,67,29,0.63,2.5
ADM-0002453,LG-000688,Land Records Cell,High,24,12,8,95,35,0.81,2.0
ADM-0002454,LG-000688,Environmental Cell,High,35,13,11,119,32,0.72,4.2
ADM-0002455,LG-000688,Public Works Dept,High,18,10,15,100,16,0.48,3.0
ADM-0002456,LG-000689,Revenue Department,Medium,31,10,7,32,7,0.3,6.9
ADM-0002457,LG-000689,Land Records Cell,Medium,44,30,9,36,7,0.32,8.2
ADM-0002458,LG-000690,Revenue Department,Medium,38,17,8,40,6,0.23,8.1
ADM-0002459,LG-000690,Land Records Cell,Medium,48,23,6,39,3,0.14,7.0
ADM-0002460,LG-000691,Revenue Department,Medium,32,10,8,15,2,0.12,8.1
ADM-0002461,LG-000691,Land Records Cell,Medium,31,13,10,40,8,0.25,7.7
ADM-0002462,LG-000691,Environmental Cell,Medium,24,13,7,15,10,0.06,9.3
ADM-0002463,LG-000691,Public Works Dept,Medium,14,13,8,13,6,0.23,7.6
ADM-0002464,LG-000691,Irrigation Department,Medium,29,17,11,36,1,0.15,8.1
ADM-0002465,LG-000692,Revenue Department,High,47,10,12,106,31,0.65,4.6
ADM-0002466,LG-000692,Land Records Cell,High,27,27,12,108,39,0.58,4.9
ADM-0002467,LG-000693,Revenue Department,Medium,10,7,7,30,1,0.25,6.6
ADM-0002468,LG-000693,Land Records Cell,Medium,48,21,15,37,7,0.23,7.6
ADM-0002469,LG-000693,Environmental Cell,Medium,38,19,2,30,9,0.05,9.1
ADM-0002470,LG-000693,Public Works Dept,Medium,50,27,5,35,1,0.28,7.6
ADM-0002471,LG-000693,Irrigation Department,Medium,28,8,4,18,2,0.2,7.2
ADM-0002472,LG-000694,Revenue Department,Medium,21,29,15,28,1,0.29,8.4
ADM-0002473,LG-000694,Land Records Cell,Medium,20,21,10,17,10,0.06,9.1
ADM-0002474,LG-000694,Environmental Cell,Medium,50,19,10,20,6,0.28,8.3
ADM-0002475,LG-000694,Public Works Dept,Medium,35,25,11,24,5,0.15,9.6
ADM-0002476,LG-000694,Irrigation Department,Medium,21,25,3,32,10,0.25,6.9
ADM-0002477,LG-000695,Revenue Department,Medium,13,22,2,34,2,0.2,8.6
ADM-0002478,LG-000695,Land Records Cell,Medium,44,28,13,13,8,0.07,9.7
ADM-0002479,LG-000695,Environmental Cell,Medium,32,10,15,35,2,0.24,8.3
ADM-0002480,LG-000696,Revenue Department,Medium,11,14,12,10,8,0.24,7.3
ADM-0002481,LG-000696,Land Records Cell,Medium,44,24,5,20,3,0.13,8.6
ADM-0002482,LG-000696,Environmental Cell,Medium,18,12,8,13,1,0.15,9.2
ADM-0002483,LG-000696,Public Works Dept,Medium,15,17,6,28,8,0.32,9.4
ADM-0002484,LG-000697,Revenue Department,Medium,17,10,12,20,6,0.27,7.7
ADM-0002485,LG-000697,Land Records Cell,Medium,43,21,10,31,3,0.08,9.2
ADM-0002486,LG-000697,Environmental Cell,Medium,35,24,3,39,2,0.05,9.5
ADM-0002487,LG-000697,Public Works Dept,Medium,10,11,14,38,7,0.1,9.3
ADM-0002488,LG-000697,Irrigation Department,Medium,27,28,7,31,10,0.11,9.8
ADM-0002489,LG-000698,Revenue Department,Medium,21,22,6,38,1,0.26,9.5
ADM-0002490,LG-000698,Land Records Cell,Medium,26,25,6,18,8,0.27,9.7
ADM-0002491,LG-000699,Revenue Department,Medium,17,21,2,26,9,0.34,9.1
ADM-0002492,LG-000699,Land Records Cell,Medium,42,29,8,12,3,0.09,9.0
ADM-0002493,LG-000699,Environmental Cell,Medium,11,24,5,29,10,0.17,9.5
ADM-0002494,LG-000699,Public Works Dept,Medium,34,13,9,16,5,0.11,9.2
ADM-0002495,LG-000700,Revenue Department,High,18,14,15,100,19,0.46,2.1
ADM-0002496,LG-000700,Land Records Cell,High,21,25,7,64,25,0.71,4.8
ADM-0002497,LG-000700,Environmental Cell,High,49,21,12,101,39,0.57,3.8
ADM-0002498,LG-000700,Public Works Dept,High,39,30,6,107,31,0.59,2.0
