dispute_id,project_id,case_type,filing_date,resolution_date,case_status,pending_days,court_level,case_severity
LEG-0002396,LG-000744,R&R Dispute,2021-10-15,,Stay Order Issued,1719,Revenue Tribunal,Low
LEG-0002397,LG-000744,Title Dispute,2022-04-12,,Under Hearing,1540,Revenue Tribunal,Medium
LEG-0002398,LG-000744,Encroachment,2022-07-20,,Under Hearing,1441,High Court,Medium
LEG-0002399,LG-000745,Encroachment,2018-11-21,2019-07-21,Resolved,0,High Court,High
LEG-0002400,LG-000746,Title Dispute,2020-08-23,,Pending,2137,Revenue Tribunal,Critical
LEG-0002401,LG-000746,Encroachment,2021-03-31,,Stay Order Issued,1917,High Court,Critical
LEG-0002402,LG-000746,Title Dispute,2021-07-16,,Under Hearing,1810,High Court,Critical
LEG-0002403,LG-000746,R&R Dispute,2020-08-07,2020-12-04,Resolved,0,High Court,Critical
LEG-0002404,LG-000746,Title Dispute,2020-10-01,,Pending,2098,High Court,Critical
LEG-0002405,LG-000746,Title Dispute,2021-02-20,,Under Hearing,1956,District Court,Critical
LEG-0002406,LG-000746,Environmental Challenge,2021-04-24,,Under Hearing,1893,District Court,Critical
LEG-0002407,LG-000746,Compensation Amount Dispute,2020-11-16,2021-09-05,Resolved,0,High Court,Critical
LEG-0002408,LG-000746,Compensation Amount Dispute,2020-11-24,,Under Hearing,2044,Revenue Tribunal,Critical
LEG-0002409,LG-000747,R&R Dispute,2023-01-31,,Under Hearing,1246,High Court,Medium
LEG-0002410,LG-000747,Title Dispute,2023-05-01,,Pending,1156,High Court,Medium
LEG-0002411,LG-000748,Encroachment,2024-12-09,2025-04-10,Resolved,0,Revenue Tribunal,High
LEG-0002412,LG-000748,Title Dispute,2025-03-30,2025-10-17,Resolved,0,District Court,High
LEG-0002413,LG-000748,Title Dispute,2024-12-14,,Stay Order Issued,563,High Court,High
LEG-0002414,LG-000748,Compensation Amount Dispute,2024-07-02,2025-01-24,Resolved,0,High Court,Medium
LEG-0002415,LG-000749,Compensation Amount Dispute,2020-10-20,,Under Hearing,2079,District Court,High
LEG-0002416,LG-000749,Compensation Amount Dispute,2021-06-04,,Stay Order Issued,1852,High Court,Low
LEG-0002417,LG-000749,Compensation Amount Dispute,2020-10-19,2021-04-09,Resolved,0,District Court,High
LEG-0002418,LG-000750,Encroachment,2020-03-04,2020-09-30,Resolved,0,High Court,Medium
LEG-0002419,LG-000752,R&R Dispute,2019-07-05,2019-09-07,Resolved,0,District Court,High
LEG-0002420,LG-000753,Title Dispute,2019-01-28,2019-08-15,Resolved,0,District Court,Critical
LEG-0002421,LG-000753,Environmental Challenge,2019-11-26,,Under Hearing,2408,Revenue Tribunal,Critical
LEG-0002422,LG-000753,Environmental Challenge,2019-08-30,,Under Hearing,2496,High Court,Critical
LEG-0002423,LG-000753,Title Dispute,2019-11-19,2020-04-13,Resolved,0,High Court,Critical
LEG-0002424,LG-000753,Environmental Challenge,2019-10-05,,Stay Order Issued,2460,Revenue Tribunal,Critical
LEG-0002425,LG-000753,Title Dispute,2019-04-05,,Stay Order Issued,2643,High Court,Critical
LEG-0002426,LG-000753,Title Dispute,2019-02-22,2019-10-22,Resolved,0,High Court,Critical
LEG-0002427,LG-000754,Title Dispute,2020-03-27,2020-10-31,Resolved,0,Revenue Tribunal,Medium
LEG-0002428,LG-000754,Environmental Challenge,2019-09-26,2020-06-05,Resolved,0,District Court,High
LEG-0002429,LG-000754,Encroachment,2020-01-15,2020-10-08,Resolved,0,District Court,Low
LEG-0002430,LG-000755,Compensation Amount Dispute,2020-09-01,,Stay Order Issued,2128,Revenue Tribunal,Low
LEG-0002431,LG-000755,R&R Dispute,2021-06-28,,Pending,1828,District Court,High
LEG-0002432,LG-000755,Title Dispute,2020-08-10,2021-05-12,Resolved,0,High Court,Low
LEG-0002433,LG-000755,Title Dispute,2021-01-18,,Stay Order Issued,1989,Revenue Tribunal,Medium
LEG-0002434,LG-000755,Encroachment,2020-09-02,,Under Hearing,2127,District Court,Medium
LEG-0002435,LG-000755,Compensation Amount Dispute,2021-02-15,,Stay Order Issued,1961,District Court,Low
LEG-0002436,LG-000756,R&R Dispute,2022-11-28,,Pending,1310,District Court,High
LEG-0002437,LG-000756,Environmental Challenge,2023-04-06,,Under Hearing,1181,High Court,Low
LEG-0002438,LG-000756,Encroachment,2023-02-05,,Under Hearing,1241,District Court,Low
LEG-0002439,LG-000756,Encroachment,2022-08-17,,Under Hearing,1413,High Court,Medium
LEG-0002440,LG-000756,Compensation Amount Dispute,2022-10-26,,Under Hearing,1343,District Court,Low
LEG-0002441,LG-000756,Encroachment,2022-09-30,2023-04-26,Resolved,0,High Court,High
LEG-0002442,LG-000757,Compensation Amount Dispute,2021-02-18,,Stay Order Issued,1958,High Court,Critical
LEG-0002443,LG-000757,Title Dispute,2020-11-21,,Under Hearing,2047,Revenue Tribunal,Critical
LEG-0002444,LG-000757,Encroachment,2021-09-11,,Stay Order Issued,1753,High Court,Critical
LEG-0002445,LG-000757,Title Dispute,2021-03-22,,Pending,1926,Revenue Tribunal,Critical
LEG-0002446,LG-000757,Title Dispute,2021-01-23,,Pending,1984,District Court,Critical
LEG-0002447,LG-000757,Environmental Challenge,2020-12-05,,Stay Order Issued,2033,High Court,Critical
LEG-0002448,LG-000757,Encroachment,2021-01-16,,Pending,1991,Revenue Tribunal,Critical
LEG-0002449,LG-000757,Title Dispute,2021-02-06,,Under Hearing,1970,District Court,Critical
LEG-0002450,LG-000759,Environmental Challenge,2019-04-01,2020-01-15,Resolved,0,Revenue Tribunal,High
LEG-0002451,LG-000759,Compensation Amount Dispute,2018-10-21,,Stay Order Issued,2809,Revenue Tribunal,Medium
LEG-0002452,LG-000759,Encroachment,2019-08-29,2019-11-19,Resolved,0,Revenue Tribunal,Medium
LEG-0002453,LG-000760,Encroachment,2022-04-16,2023-01-04,Resolved,0,District Court,Low
LEG-0002454,LG-000760,Compensation Amount Dispute,2022-04-20,,Under Hearing,1532,District Court,Low
LEG-0002455,LG-000760,Environmental Challenge,2022-02-28,,Under Hearing,1583,District Court,High
LEG-0002456,LG-000760,Environmental Challenge,2022-07-28,2022-10-28,Resolved,0,District Court,High
LEG-0002457,LG-000760,Encroachment,2022-02-28,,Pending,1583,District Court,Low
LEG-0002458,LG-000760,R&R Dispute,2022-08-05,2022-11-22,Resolved,0,District Court,Medium
LEG-0002459,LG-000761,Environmental Challenge,2022-12-04,2023-04-09,Resolved,0,Revenue Tribunal,High
LEG-0002460,LG-000762,R&R Dispute,2023-03-12,,Pending,1206,Revenue Tribunal,Critical
LEG-0002461,LG-000762,Environmental Challenge,2023-07-11,,Pending,1085,District Court,Critical
LEG-0002462,LG-000762,R&R Dispute,2023-02-16,,Pending,1230,Revenue Tribunal,Critical
LEG-0002463,LG-000762,R&R Dispute,2022-10-16,,Under Hearing,1353,Revenue Tribunal,Critical
LEG-0002464,LG-000762,Encroachment,2023-08-22,,Under Hearing,1043,High Court,Critical
LEG-0002465,LG-000762,Compensation Amount Dispute,2023-01-11,2023-06-02,Resolved,0,District Court,Critical
LEG-0002466,LG-000762,Title Dispute,2023-08-26,,Stay Order Issued,1039,High Court,Critical
LEG-0002467,LG-000763,R&R Dispute,2019-06-07,,Stay Order Issued,2580,Revenue Tribunal,High
LEG-0002468,LG-000763,Title Dispute,2018-11-17,,Stay Order Issued,2782,High Court,Low
LEG-0002469,LG-000763,Encroachment,2019-03-21,,Under Hearing,2658,High Court,High
LEG-0002470,LG-000763,Encroachment,2018-11-29,,Under Hearing,2770,High Court,High
LEG-0002471,LG-000764,Environmental Challenge,2022-09-15,2023-03-18,Resolved,0,High Court,Medium
LEG-0002472,LG-000765,Environmental Challenge,2025-06-10,2026-01-18,Resolved,0,High Court,Low
LEG-0002473,LG-000765,Environmental Challenge,2024-10-05,,Under Hearing,633,High Court,Low
LEG-0002474,LG-000765,Encroachment,2024-07-27,2025-02-06,Resolved,0,Revenue Tribunal,High
LEG-0002475,LG-000765,Title Dispute,2025-03-19,,Stay Order Issued,468,Revenue Tribunal,High
LEG-0002476,LG-000765,Encroachment,2025-06-07,2026-01-04,Resolved,0,District Court,High
LEG-0002477,LG-000765,Title Dispute,2024-12-28,2025-05-16,Resolved,0,District Court,Medium
LEG-0002478,LG-000766,R&R Dispute,2019-12-13,,Stay Order Issued,2391,District Court,Medium
LEG-0002479,LG-000767,Title Dispute,2022-09-05,,Under Hearing,1394,Revenue Tribunal,Critical
LEG-0002480,LG-000767,Compensation Amount Dispute,2021-11-17,,Stay Order Issued,1686,High Court,Critical
LEG-0002481,LG-000767,Title Dispute,2021-11-08,,Pending,1695,District Court,Critical
LEG-0002482,LG-000767,Title Dispute,2022-10-25,2023-05-28,Resolved,0,District Court,Critical
LEG-0002483,LG-000767,Environmental Challenge,2022-08-11,,Stay Order Issued,1419,High Court,Critical
LEG-0002484,LG-000767,Title Dispute,2022-08-09,,Stay Order Issued,1421,Revenue Tribunal,Critical
LEG-0002485,LG-000767,Compensation Amount Dispute,2022-08-23,,Stay Order Issued,1407,District Court,Critical
LEG-0002486,LG-000768,Compensation Amount Dispute,2024-04-15,,Stay Order Issued,806,High Court,Medium
LEG-0002487,LG-000768,Encroachment,2024-04-07,,Stay Order Issued,814,District Court,High
LEG-0002488,LG-000768,R&R Dispute,2024-09-06,2024-11-24,Resolved,0,District Court,Low
LEG-0002489,LG-000769,Compensation Amount Dispute,2023-08-16,,Stay Order Issued,1049,High Court,Medium
LEG-0002490,LG-000769,R&R Dispute,2024-05-14,2024-07-27,Resolved,0,District Court,High
LEG-0002491,LG-000770,Compensation Amount Dispute,2024-08-13,2025-05-27,Resolved,0,Revenue Tribunal,Medium
LEG-0002492,LG-000773,Encroachment,2022-06-18,2023-01-01,Resolved,0,Revenue Tribunal,Medium
LEG-0002493,LG-000773,Encroachment,2021-11-15,2022-03-15,Resolved,0,District Court,High
LEG-0002494,LG-000774,R&R Dispute,2020-01-06,,Pending,2367,Revenue Tribunal,Low
LEG-0002495,LG-000774,Compensation Amount Dispute,2020-02-12,,Under Hearing,2330,High Court,Low
LEG-0002496,LG-000774,Compensation Amount Dispute,2019-12-15,,Under Hearing,2389,High Court,High
LEG-0002497,LG-000774,Compensation Amount Dispute,2020-06-17,,Stay Order Issued,2204,District Court,Low
LEG-0002498,LG-000774,R&R Dispute,2020-03-28,,Stay Order Issued,2285,High Court,High
LEG-0002499,LG-000775,Environmental Challenge,2021-04-06,,Under Hearing,1911,Revenue Tribunal,Critical
LEG-0002500,LG-000775,Title Dispute,2021-09-20,,Pending,1744,District Court,Critical
LEG-0002501,LG-000775,R&R Dispute,2021-07-11,,Under Hearing,1815,Revenue Tribunal,Critical
LEG-0002502,LG-000775,Encroachment,2021-12-14,,Under Hearing,1659,High Court,Critical
LEG-0002503,LG-000775,Environmental Challenge,2021-08-16,2022-02-18,Resolved,0,District Court,Critical
LEG-0002504,LG-000775,Compensation Amount Dispute,2022-01-03,,Pending,1639,District Court,Critical
LEG-0002505,LG-000775,Title Dispute,2021-11-07,2022-06-28,Resolved,0,Revenue Tribunal,Critical
LEG-0002506,LG-000776,Title Dispute,2024-06-29,2025-04-03,Resolved,0,High Court,Medium
LEG-0002507,LG-000776,Encroachment,2023-12-05,2024-04-27,Resolved,0,Revenue Tribunal,Medium
LEG-0002508,LG-000776,Title Dispute,2023-08-04,,Pending,1061,Revenue Tribunal,High
LEG-0002509,LG-000777,Title Dispute,2020-07-23,,Pending,2168,District Court,Low
LEG-0002510,LG-000777,Compensation Amount Dispute,2019-11-06,2020-01-14,Resolved,0,High Court,Low
LEG-0002511,LG-000777,R&R Dispute,2019-11-30,,Under Hearing,2404,Revenue Tribunal,Low
LEG-0002512,LG-000778,Compensation Amount Dispute,2025-08-16,,Under Hearing,318,Revenue Tribunal,Medium
LEG-0002513,LG-000779,Environmental Challenge,2019-10-20,2020-07-06,Resolved,0,District Court,High
LEG-0002514,LG-000781,R&R Dispute,2024-11-08,2025-03-20,Resolved,0,Revenue Tribunal,Low
LEG-0002515,LG-000783,Compensation Amount Dispute,2025-06-02,,Under Hearing,393,District Court,Critical
LEG-0002516,LG-000783,Compensation Amount Dispute,2025-08-18,,Under Hearing,316,High Court,Critical
LEG-0002517,LG-000783,R&R Dispute,2025-10-06,,Pending,267,District Court,Critical
LEG-0002518,LG-000783,Encroachment,2025-10-14,2025-12-13,Resolved,0,Revenue Tribunal,Critical
LEG-0002519,LG-000783,Title Dispute,2025-08-14,2025-12-25,Resolved,0,Revenue Tribunal,Critical
LEG-0002520,LG-000783,R&R Dispute,2025-11-04,,Stay Order Issued,238,Revenue Tribunal,Critical
LEG-0002521,LG-000783,Title Dispute,2025-07-18,,Stay Order Issued,347,District Court,Critical
LEG-0002522,LG-000783,Compensation Amount Dispute,2025-04-10,,Under Hearing,446,High Court,Critical
LEG-0002523,LG-000783,Environmental Challenge,2025-03-23,,Stay Order Issued,464,High Court,Critical
LEG-0002524,LG-000783,Environmental Challenge,2025-05-04,,Stay Order Issued,422,Revenue Tribunal,Critical
LEG-0002525,LG-000784,Environmental Challenge,2020-04-27,,Under Hearing,2255,District Court,Low
LEG-0002526,LG-000784,R&R Dispute,2020-02-24,2020-10-21,Resolved,0,District Court,Low
LEG-0002527,LG-000784,Compensation Amount Dispute,2020-03-10,,Pending,2303,District Court,Low
LEG-0002528,LG-000784,Title Dispute,2020-07-15,2020-12-04,Resolved,0,Revenue Tribunal,Low
LEG-0002529,LG-000784,Environmental Challenge,2019-10-12,2020-07-17,Resolved,0,High Court,Medium
LEG-0002530,LG-000785,Encroachment,2019-01-01,,Under Hearing,2737,High Court,High
LEG-0002531,LG-000785,R&R Dispute,2019-09-17,,Pending,2478,District Court,Low
LEG-0002532,LG-000785,Environmental Challenge,2019-09-16,,Stay Order Issued,2479,District Court,Medium
LEG-0002533,LG-000785,R&R Dispute,2019-11-01,2020-03-06,Resolved,0,District Court,Medium
LEG-0002534,LG-000785,Environmental Challenge,2019-06-15,2019-08-14,Resolved,0,High Court,Medium
LEG-0002535,LG-000785,Encroachment,2019-03-03,2019-08-16,Resolved,0,Revenue Tribunal,Medium
LEG-0002536,LG-000786,R&R Dispute,2022-04-18,2022-07-31,Resolved,0,District Court,Low
LEG-0002537,LG-000787,Environmental Challenge,2019-01-16,,Stay Order Issued,2722,High Court,Medium
LEG-0002538,LG-000787,Title Dispute,2019-02-10,2019-05-28,Resolved,0,Revenue Tribunal,Medium
LEG-0002539,LG-000787,Environmental Challenge,2019-05-23,2019-12-09,Resolved,0,Revenue Tribunal,Medium
LEG-0002540,LG-000787,Environmental Challenge,2019-01-17,,Stay Order Issued,2721,High Court,Low
LEG-0002541,LG-000787,Compensation Amount Dispute,2019-05-13,,Pending,2605,Revenue Tribunal,Medium
LEG-0002542,LG-000787,Environmental Challenge,2019-05-20,,Pending,2598,High Court,Medium
LEG-0002543,LG-000788,Compensation Amount Dispute,2021-02-25,2021-05-07,Resolved,0,District Court,High
LEG-0002544,LG-000788,Compensation Amount Dispute,2020-11-30,,Under Hearing,2038,High Court,High
LEG-0002545,LG-000788,Title Dispute,2021-04-14,,Under Hearing,1903,Revenue Tribunal,Low
LEG-0002546,LG-000788,Encroachment,2021-08-31,,Stay Order Issued,1764,High Court,Medium
LEG-0002547,LG-000788,Title Dispute,2021-01-03,,Under Hearing,2004,Revenue Tribunal,Low
LEG-0002548,LG-000789,R&R Dispute,2018-09-24,,Stay Order Issued,2836,High Court,High
LEG-0002549,LG-000789,Title Dispute,2018-11-05,,Pending,2794,High Court,Medium
LEG-0002550,LG-000789,Environmental Challenge,2019-02-12,2019-11-22,Resolved,0,Revenue Tribunal,High
LEG-0002551,LG-000789,Environmental Challenge,2018-07-27,,Pending,2895,District Court,Low
LEG-0002552,LG-000789,Environmental Challenge,2018-07-17,2019-01-14,Resolved,0,District Court,Medium
LEG-0002553,LG-000789,Environmental Challenge,2018-07-17,2018-12-18,Resolved,0,Revenue Tribunal,Low
LEG-0002554,LG-000790,Encroachment,2025-05-01,,Stay Order Issued,425,Revenue Tribunal,High
LEG-0002555,LG-000790,R&R Dispute,2025-06-22,,Pending,373,High Court,Low
LEG-0002556,LG-000790,R&R Dispute,2025-05-04,,Under Hearing,422,Revenue Tribunal,Medium
LEG-0002557,LG-000790,Environmental Challenge,2025-01-16,,Pending,530,High Court,High
LEG-0002558,LG-000791,Compensation Amount Dispute,2025-03-13,,Stay Order Issued,474,Revenue Tribunal,Critical
LEG-0002559,LG-000791,Title Dispute,2025-06-15,2025-10-03,Resolved,0,Revenue Tribunal,Critical
LEG-0002560,LG-000791,R&R Dispute,2025-07-18,,Stay Order Issued,347,Revenue Tribunal,Critical
LEG-0002561,LG-000791,Compensation Amount Dispute,2025-07-20,,Under Hearing,345,High Court,Critical
LEG-0002562,LG-000791,Encroachment,2025-11-14,,Under Hearing,228,District Court,Critical
LEG-0002563,LG-000791,Compensation Amount Dispute,2025-09-13,,Stay Order Issued,290,High Court,Critical
LEG-0002564,LG-000791,R&R Dispute,2025-06-11,2025-09-08,Resolved,0,Revenue Tribunal,Critical
LEG-0002565,LG-000791,Compensation Amount Dispute,2024-12-19,,Under Hearing,558,High Court,Critical
LEG-0002566,LG-000791,Title Dispute,2025-04-06,,Under Hearing,450,District Court,Critical
LEG-0002567,LG-000791,Environmental Challenge,2025-09-11,,Under Hearing,292,Revenue Tribunal,Critical
LEG-0002568,LG-000792,Environmental Challenge,2023-08-31,2023-11-22,Resolved,0,Revenue Tribunal,Medium
LEG-0002569,LG-000792,Title Dispute,2023-08-13,2024-05-11,Resolved,0,High Court,High
LEG-0002570,LG-000792,R&R Dispute,2022-12-26,2023-09-03,Resolved,0,District Court,High
LEG-0002571,LG-000792,Encroachment,2023-04-11,,Under Hearing,1176,District Court,High
LEG-0002572,LG-000792,Environmental Challenge,2023-11-06,,Under Hearing,967,Revenue Tribunal,Low
LEG-0002573,LG-000792,Compensation Amount Dispute,2023-02-08,2023-09-30,Resolved,0,High Court,High
LEG-0002574,LG-000793,Title Dispute,2021-05-25,,Under Hearing,1862,Revenue Tribunal,Critical
LEG-0002575,LG-000793,Compensation Amount Dispute,2021-08-03,2022-04-24,Resolved,0,High Court,Critical
LEG-0002576,LG-000793,R&R Dispute,2022-02-27,,Pending,1584,District Court,Critical
LEG-0002577,LG-000793,Environmental Challenge,2021-12-04,,Under Hearing,1669,Revenue Tribunal,Critical
LEG-0002578,LG-000793,Compensation Amount Dispute,2022-01-15,,Pending,1627,District Court,Critical
LEG-0002579,LG-000793,Encroachment,2021-12-08,2022-03-10,Resolved,0,Revenue Tribunal,Critical
LEG-0002580,LG-000793,Title Dispute,2021-10-06,2022-05-06,Resolved,0,Revenue Tribunal,Critical
LEG-0002581,LG-000793,Compensation Amount Dispute,2022-02-15,,Stay Order Issued,1596,Revenue Tribunal,Critical
LEG-0002582,LG-000793,Title Dispute,2022-02-19,,Stay Order Issued,1592,Revenue Tribunal,Critical
LEG-0002583,LG-000794,R&R Dispute,2025-04-18,2025-08-03,Resolved,0,High Court,Medium
LEG-0002584,LG-000794,Environmental Challenge,2024-08-14,,Stay Order Issued,685,High Court,Low
LEG-0002585,LG-000795,Compensation Amount Dispute,2023-03-11,2023-11-01,Resolved,0,Revenue Tribunal,High
LEG-0002586,LG-000795,Compensation Amount Dispute,2023-01-08,,Under Hearing,1269,High Court,Low
LEG-0002587,LG-000795,Environmental Challenge,2023-07-09,,Under Hearing,1087,High Court,High
LEG-0002588,LG-000795,Encroachment,2023-02-19,2023-11-29,Resolved,0,High Court,Low
LEG-0002589,LG-000796,Encroachment,2020-04-12,2020-09-12,Resolved,0,Revenue Tribunal,High
LEG-0002590,LG-000796,Title Dispute,2020-04-18,,Stay Order Issued,2264,District Court,Medium
LEG-0002591,LG-000796,Environmental Challenge,2019-07-05,,Stay Order Issued,2552,Revenue Tribunal,Medium
LEG-0002592,LG-000796,R&R Dispute,2019-08-20,2020-01-19,Resolved,0,District Court,Low
LEG-0002593,LG-000796,Compensation Amount Dispute,2020-03-20,,Under Hearing,2293,Revenue Tribunal,Low
LEG-0002594,LG-000797,Title Dispute,2023-04-14,,Under Hearing,1173,District Court,High
LEG-0002595,LG-000797,Encroachment,2022-12-28,,Stay Order Issued,1280,District Court,Low
LEG-0002596,LG-000797,Title Dispute,2023-03-06,,Stay Order Issued,1212,District Court,Low
LEG-0002597,LG-000797,Environmental Challenge,2023-05-08,,Under Hearing,1149,Revenue Tribunal,Low
LEG-0002598,LG-000797,Title Dispute,2022-09-04,2023-02-03,Resolved,0,Revenue Tribunal,High
LEG-0002599,LG-000799,Environmental Challenge,2023-05-03,2023-08-13,Resolved,0,Revenue Tribunal,Medium
LEG-0002600,LG-000799,R&R Dispute,2023-07-18,2023-11-13,Resolved,0,Revenue Tribunal,Low
LEG-0002601,LG-000800,Compensation Amount Dispute,2019-03-12,2019-11-18,Resolved,0,Revenue Tribunal,Low
LEG-0002602,LG-000800,Title Dispute,2018-09-29,2019-05-26,Resolved,0,District Court,High
LEG-0002603,LG-000800,R&R Dispute,2019-04-26,,Pending,2622,District Court,Low
LEG-0002604,LG-000801,Encroachment,2022-04-11,,Under Hearing,1541,Revenue Tribunal,Low
LEG-0002605,LG-000801,Encroachment,2022-09-27,,Pending,1372,Revenue Tribunal,Low
LEG-0002606,LG-000801,Title Dispute,2022-11-06,,Stay Order Issued,1332,High Court,Medium
LEG-0002607,LG-000802,Encroachment,2019-04-10,,Stay Order Issued,2638,Revenue Tribunal,Medium
