risk_history_id,project_id,prediction_date,delay_probability,risk_score,risk_category,expected_delay_days,highest_risk_stage,model_version
RISK-0006444,LG-000508,2024-08-15,0.15,15,LOW,30,Possession,v1.2.0
RISK-0006445,LG-000509,2022-08-08,0.4,40,MEDIUM,69,Objection/Hearing,v1.2.0
RISK-0006446,LG-000509,2022-09-07,0.32,32,MEDIUM,65,Objection/Hearing,v1.2.0
RISK-0006447,LG-000509,2022-10-07,0.37,37,MEDIUM,108,Objection/Hearing,v1.2.0
RISK-0006448,LG-000509,2022-11-06,0.33,33,MEDIUM,62,Objection/Hearing,v1.2.0
RISK-0006449,LG-000509,2022-12-06,0.37,37,MEDIUM,75,Objection/Hearing,v1.2.0
RISK-0006450,LG-000509,2023-01-05,0.36,36,MEDIUM,51,Objection/Hearing,v1.2.0
RISK-0006451,LG-000509,2023-02-04,0.41,41,MEDIUM,56,Objection/Hearing,v1.2.0
RISK-0006452,LG-000509,2023-03-06,0.32,32,MEDIUM,69,Objection/Hearing,v1.2.0
RISK-0006453,LG-000509,2023-04-05,0.39,39,MEDIUM,44,Objection/Hearing,v1.2.0
RISK-0006454,LG-000510,2018-11-09,0.18,18,LOW,23,Objection/Hearing,v1.2.0
RISK-0006455,LG-000510,2018-12-09,0.16,16,LOW,16,Objection/Hearing,v1.2.0
RISK-0006456,LG-000510,2019-01-08,0.13,13,LOW,25,Objection/Hearing,v1.2.0
RISK-0006457,LG-000510,2019-02-07,0.13,13,LOW,8,Objection/Hearing,v1.2.0
RISK-0006458,LG-000510,2019-03-09,0.21,21,LOW,12,Objection/Hearing,v1.2.0
RISK-0006459,LG-000510,2019-04-08,0.15,15,LOW,19,Objection/Hearing,v1.2.0
RISK-0006460,LG-000510,2019-05-08,0.09,9,LOW,8,Objection/Hearing,v1.2.0
RISK-0006461,LG-000510,2019-06-07,0.18,18,LOW,8,Objection/Hearing,v1.2.0
RISK-0006462,LG-000511,2024-05-05,0.61,61,HIGH,155,Objection/Hearing,v1.2.0
RISK-0006463,LG-000511,2024-06-04,0.64,64,HIGH,127,Objection/Hearing,v1.2.0
RISK-0006464,LG-000511,2024-07-04,0.65,65,HIGH,165,Objection/Hearing,v1.2.0
RISK-0006465,LG-000511,2024-08-03,0.63,63,HIGH,212,Objection/Hearing,v1.2.0
RISK-0006466,LG-000511,2024-09-02,0.61,61,HIGH,145,Objection/Hearing,v1.2.0
RISK-0006467,LG-000512,2021-06-13,0.14,14,LOW,4,Survey,v1.2.0
RISK-0006468,LG-000512,2021-07-13,0.1,10,LOW,15,Survey,v1.2.0
RISK-0006469,LG-000512,2021-08-12,0.09,9,LOW,5,Survey,v1.2.0
RISK-0006470,LG-000512,2021-09-11,0.12,12,LOW,13,Survey,v1.2.0
RISK-0006471,LG-000512,2021-10-11,0.16,16,LOW,22,Survey,v1.2.0
RISK-0006472,LG-000513,2024-08-21,0.4,40,MEDIUM,62,Survey,v1.2.0
RISK-0006473,LG-000513,2024-09-20,0.33,33,MEDIUM,103,Survey,v1.2.0
RISK-0006474,LG-000513,2024-10-20,0.32,32,MEDIUM,46,Survey,v1.2.0
RISK-0006475,LG-000513,2024-11-19,0.41,41,MEDIUM,51,Survey,v1.2.0
RISK-0006476,LG-000513,2024-12-19,0.44,44,MEDIUM,77,Survey,v1.2.0
RISK-0006477,LG-000513,2025-01-18,0.34,34,MEDIUM,61,Survey,v1.2.0
RISK-0006478,LG-000513,2025-02-17,0.31,31,MEDIUM,85,Survey,v1.2.0
RISK-0006479,LG-000513,2025-03-19,0.42,42,MEDIUM,97,Survey,v1.2.0
RISK-0006480,LG-000513,2025-04-18,0.31,31,MEDIUM,76,Survey,v1.2.0
RISK-0006481,LG-000513,2025-05-18,0.35,35,MEDIUM,103,Survey,v1.2.0
RISK-0006482,LG-000513,2025-06-17,0.42,42,MEDIUM,108,Survey,v1.2.0
RISK-0006483,LG-000513,2025-07-17,0.37,37,MEDIUM,56,Survey,v1.2.0
RISK-0006484,LG-000513,2025-08-16,0.31,31,MEDIUM,57,Survey,v1.2.0
RISK-0006485,LG-000514,2018-05-09,0.19,19,LOW,0,Land Identification,v1.2.0
RISK-0006486,LG-000514,2018-06-08,0.09,9,LOW,23,Land Identification,v1.2.0
RISK-0006487,LG-000514,2018-07-08,0.19,19,LOW,3,Land Identification,v1.2.0
RISK-0006488,LG-000514,2018-08-07,0.2,20,LOW,16,Land Identification,v1.2.0
RISK-0006489,LG-000514,2018-09-06,0.09,9,LOW,28,Land Identification,v1.2.0
RISK-0006490,LG-000514,2018-10-06,0.15,15,LOW,16,Land Identification,v1.2.0
RISK-0006491,LG-000514,2018-11-05,0.13,13,LOW,2,Land Identification,v1.2.0
RISK-0006492,LG-000514,2018-12-05,0.19,19,LOW,21,Land Identification,v1.2.0
RISK-0006493,LG-000514,2019-01-04,0.19,19,LOW,9,Land Identification,v1.2.0
RISK-0006494,LG-000514,2019-02-03,0.09,9,LOW,7,Land Identification,v1.2.0
RISK-0006495,LG-000514,2019-03-05,0.22,22,LOW,24,Land Identification,v1.2.0
RISK-0006496,LG-000514,2019-04-04,0.14,14,LOW,0,Land Identification,v1.2.0
RISK-0006497,LG-000514,2019-05-04,0.18,18,LOW,4,Land Identification,v1.2.0
RISK-0006498,LG-000514,2019-06-03,0.12,12,LOW,6,Land Identification,v1.2.0
RISK-0006499,LG-000514,2019-07-03,0.14,14,LOW,10,Land Identification,v1.2.0
RISK-0006500,LG-000514,2019-08-02,0.11,11,LOW,23,Land Identification,v1.2.0
RISK-0006501,LG-000514,2019-09-01,0.07,7,LOW,14,Land Identification,v1.2.0
RISK-0006502,LG-000514,2019-10-01,0.12,12,LOW,29,Land Identification,v1.2.0
RISK-0006503,LG-000514,2019-10-31,0.19,19,LOW,5,Land Identification,v1.2.0
RISK-0006504,LG-000515,2022-10-12,0.16,16,LOW,19,Notification,v1.2.0
RISK-0006505,LG-000515,2022-11-11,0.19,19,LOW,13,Notification,v1.2.0
RISK-0006506,LG-000515,2022-12-11,0.19,19,LOW,25,Notification,v1.2.0
RISK-0006507,LG-000515,2023-01-10,0.1,10,LOW,13,Notification,v1.2.0
RISK-0006508,LG-000515,2023-02-09,0.2,20,LOW,3,Notification,v1.2.0
RISK-0006509,LG-000515,2023-03-11,0.22,22,LOW,11,Notification,v1.2.0
RISK-0006510,LG-000515,2023-04-10,0.16,16,LOW,18,Notification,v1.2.0
RISK-0006511,LG-000515,2023-05-10,0.16,16,LOW,6,Notification,v1.2.0
RISK-0006512,LG-000516,2022-02-21,0.82,82,CRITICAL,572,Approval,v1.2.0
RISK-0006513,LG-000516,2022-03-23,0.82,82,CRITICAL,543,Approval,v1.2.0
RISK-0006514,LG-000516,2022-04-22,0.81,81,CRITICAL,336,Approval,v1.2.0
RISK-0006515,LG-000516,2022-05-22,0.86,86,CRITICAL,483,Approval,v1.2.0
RISK-0006516,LG-000516,2022-06-21,0.89,89,CRITICAL,575,Approval,v1.2.0
RISK-0006517,LG-000516,2022-07-21,0.86,86,CRITICAL,475,Approval,v1.2.0
RISK-0006518,LG-000516,2022-08-20,0.87,87,CRITICAL,361,Approval,v1.2.0
RISK-0006519,LG-000516,2022-09-19,0.92,92,CRITICAL,385,Approval,v1.2.0
RISK-0006520,LG-000516,2022-10-19,0.92,92,CRITICAL,525,Approval,v1.2.0
RISK-0006521,LG-000516,2022-11-18,0.94,94,CRITICAL,573,Approval,v1.2.0
RISK-0006522,LG-000516,2022-12-18,0.91,91,CRITICAL,362,Approval,v1.2.0
RISK-0006523,LG-000516,2023-01-17,0.95,95,CRITICAL,312,Approval,v1.2.0
RISK-0006524,LG-000516,2023-02-16,0.97,97,CRITICAL,438,Approval,v1.2.0
RISK-0006525,LG-000516,2023-03-18,0.97,97,CRITICAL,523,Approval,v1.2.0
RISK-0006526,LG-000516,2023-04-17,0.93,93,CRITICAL,525,Approval,v1.2.0
RISK-0006527,LG-000516,2023-05-17,0.94,94,CRITICAL,524,Approval,v1.2.0
RISK-0006528,LG-000516,2023-06-16,1.0,100,CRITICAL,527,Approval,v1.2.0
RISK-0006529,LG-000516,2023-07-16,1.0,100,CRITICAL,435,Approval,v1.2.0
RISK-0006530,LG-000517,2018-03-12,0.8,80,CRITICAL,593,Possession,v1.2.0
RISK-0006531,LG-000517,2018-04-11,0.85,85,CRITICAL,463,Possession,v1.2.0
RISK-0006532,LG-000517,2018-05-11,0.86,86,CRITICAL,489,Possession,v1.2.0
RISK-0006533,LG-000517,2018-06-10,0.83,83,CRITICAL,388,Possession,v1.2.0
RISK-0006534,LG-000517,2018-07-10,0.83,83,CRITICAL,366,Possession,v1.2.0
RISK-0006535,LG-000517,2018-08-09,0.86,86,CRITICAL,365,Possession,v1.2.0
RISK-0006536,LG-000517,2018-09-08,0.86,86,CRITICAL,317,Possession,v1.2.0
RISK-0006537,LG-000517,2018-10-08,0.87,87,CRITICAL,426,Possession,v1.2.0
RISK-0006538,LG-000517,2018-11-07,0.92,92,CRITICAL,321,Possession,v1.2.0
RISK-0006539,LG-000517,2018-12-07,0.93,93,CRITICAL,360,Possession,v1.2.0
RISK-0006540,LG-000517,2019-01-06,0.94,94,CRITICAL,255,Possession,v1.2.0
RISK-0006541,LG-000517,2019-02-05,0.91,91,CRITICAL,432,Possession,v1.2.0
RISK-0006542,LG-000517,2019-03-07,0.91,91,CRITICAL,332,Possession,v1.2.0
RISK-0006543,LG-000517,2019-04-06,0.98,98,CRITICAL,279,Possession,v1.2.0
RISK-0006544,LG-000517,2019-05-06,0.94,94,CRITICAL,489,Possession,v1.2.0
RISK-0006545,LG-000517,2019-06-05,0.96,96,CRITICAL,440,Possession,v1.2.0
RISK-0006546,LG-000517,2019-07-05,0.96,96,CRITICAL,379,Possession,v1.2.0
RISK-0006547,LG-000517,2019-08-04,0.96,96,CRITICAL,337,Possession,v1.2.0
RISK-0006548,LG-000518,2024-05-24,0.37,37,MEDIUM,94,Land Identification,v1.2.0
RISK-0006549,LG-000518,2024-06-23,0.45,45,MEDIUM,53,Land Identification,v1.2.0
RISK-0006550,LG-000518,2024-07-23,0.38,38,MEDIUM,91,Land Identification,v1.2.0
RISK-0006551,LG-000518,2024-08-22,0.44,44,MEDIUM,81,Land Identification,v1.2.0
RISK-0006552,LG-000518,2024-09-21,0.44,44,MEDIUM,104,Land Identification,v1.2.0
RISK-0006553,LG-000518,2024-10-21,0.33,33,MEDIUM,75,Land Identification,v1.2.0
RISK-0006554,LG-000519,2019-08-15,0.41,41,MEDIUM,72,Final Handover,v1.2.0
RISK-0006555,LG-000519,2019-09-14,0.43,43,MEDIUM,84,Final Handover,v1.2.0
RISK-0006556,LG-000519,2019-10-14,0.35,35,MEDIUM,108,Final Handover,v1.2.0
RISK-0006557,LG-000519,2019-11-13,0.31,31,MEDIUM,104,Final Handover,v1.2.0
RISK-0006558,LG-000519,2019-12-13,0.38,38,MEDIUM,59,Final Handover,v1.2.0
RISK-0006559,LG-000519,2020-01-12,0.45,45,MEDIUM,67,Final Handover,v1.2.0
RISK-0006560,LG-000519,2020-02-11,0.31,31,MEDIUM,42,Final Handover,v1.2.0
RISK-0006561,LG-000519,2020-03-12,0.31,31,MEDIUM,59,Final Handover,v1.2.0
RISK-0006562,LG-000519,2020-04-11,0.4,40,MEDIUM,93,Final Handover,v1.2.0
RISK-0006563,LG-000519,2020-05-11,0.45,45,MEDIUM,60,Final Handover,v1.2.0
RISK-0006564,LG-000519,2020-06-10,0.45,45,MEDIUM,58,Final Handover,v1.2.0
RISK-0006565,LG-000519,2020-07-10,0.35,35,MEDIUM,54,Final Handover,v1.2.0
RISK-0006566,LG-000519,2020-08-09,0.32,32,MEDIUM,47,Final Handover,v1.2.0
RISK-0006567,LG-000519,2020-09-08,0.36,36,MEDIUM,100,Final Handover,v1.2.0
RISK-0006568,LG-000519,2020-10-08,0.31,31,MEDIUM,78,Final Handover,v1.2.0
RISK-0006569,LG-000519,2020-11-07,0.31,31,MEDIUM,72,Final Handover,v1.2.0
RISK-0006570,LG-000519,2020-12-07,0.43,43,MEDIUM,78,Final Handover,v1.2.0
RISK-0006571,LG-000519,2021-01-06,0.31,31,MEDIUM,74,Final Handover,v1.2.0
RISK-0006572,LG-000519,2021-02-05,0.41,41,MEDIUM,97,Final Handover,v1.2.0
RISK-0006573,LG-000519,2021-03-07,0.36,36,MEDIUM,106,Final Handover,v1.2.0
RISK-0006574,LG-000520,2020-02-09,0.61,61,HIGH,250,Survey,v1.2.0
RISK-0006575,LG-000520,2020-03-10,0.64,64,HIGH,167,Survey,v1.2.0
RISK-0006576,LG-000520,2020-04-09,0.64,64,HIGH,173,Survey,v1.2.0
RISK-0006577,LG-000520,2020-05-09,0.61,61,HIGH,139,Survey,v1.2.0
RISK-0006578,LG-000520,2020-06-08,0.65,65,HIGH,220,Survey,v1.2.0
RISK-0006579,LG-000520,2020-07-08,0.67,67,HIGH,204,Survey,v1.2.0
RISK-0006580,LG-000520,2020-08-07,0.62,62,HIGH,217,Survey,v1.2.0
RISK-0006581,LG-000520,2020-09-06,0.69,69,HIGH,158,Survey,v1.2.0
RISK-0006582,LG-000520,2020-10-06,0.69,69,HIGH,132,Survey,v1.2.0
RISK-0006583,LG-000520,2020-11-05,0.68,68,HIGH,251,Survey,v1.2.0
RISK-0006584,LG-000520,2020-12-05,0.71,71,HIGH,156,Survey,v1.2.0
RISK-0006585,LG-000520,2021-01-04,0.7,70,HIGH,179,Survey,v1.2.0
RISK-0006586,LG-000520,2021-02-03,0.71,71,HIGH,220,Survey,v1.2.0
RISK-0006587,LG-000520,2021-03-05,0.73,73,HIGH,243,Survey,v1.2.0
RISK-0006588,LG-000520,2021-04-04,0.7,70,HIGH,265,Survey,v1.2.0
RISK-0006589,LG-000520,2021-05-04,0.76,76,HIGH,215,Survey,v1.2.0
RISK-0006590,LG-000521,2019-12-28,0.61,61,HIGH,186,Compensation,v1.2.0
RISK-0006591,LG-000521,2020-01-27,0.63,63,HIGH,280,Compensation,v1.2.0
RISK-0006592,LG-000521,2020-02-26,0.64,64,HIGH,259,Compensation,v1.2.0
RISK-0006593,LG-000521,2020-03-27,0.66,66,HIGH,269,Compensation,v1.2.0
RISK-0006594,LG-000521,2020-04-26,0.62,62,HIGH,149,Compensation,v1.2.0
RISK-0006595,LG-000521,2020-05-26,0.68,68,HIGH,155,Compensation,v1.2.0
RISK-0006596,LG-000521,2020-06-25,0.66,66,HIGH,167,Compensation,v1.2.0
RISK-0006597,LG-000521,2020-07-25,0.69,69,HIGH,248,Compensation,v1.2.0
RISK-0006598,LG-000521,2020-08-24,0.69,69,HIGH,188,Compensation,v1.2.0
RISK-0006599,LG-000521,2020-09-23,0.68,68,HIGH,250,Compensation,v1.2.0
RISK-0006600,LG-000521,2020-10-23,0.67,67,HIGH,120,Compensation,v1.2.0
RISK-0006601,LG-000521,2020-11-22,0.66,66,HIGH,242,Compensation,v1.2.0
RISK-0006602,LG-000521,2020-12-22,0.68,68,HIGH,169,Compensation,v1.2.0
RISK-0006603,LG-000521,2021-01-21,0.74,74,HIGH,160,Compensation,v1.2.0
RISK-0006604,LG-000521,2021-02-20,0.71,71,HIGH,262,Compensation,v1.2.0
RISK-0006605,LG-000521,2021-03-22,0.75,75,HIGH,181,Compensation,v1.2.0
RISK-0006606,LG-000522,2018-12-17,0.41,41,MEDIUM,47,Legal Resolution,v1.2.0
RISK-0006607,LG-000522,2019-01-16,0.36,36,MEDIUM,83,Legal Resolution,v1.2.0
RISK-0006608,LG-000522,2019-02-15,0.43,43,MEDIUM,98,Legal Resolution,v1.2.0
RISK-0006609,LG-000522,2019-03-17,0.34,34,MEDIUM,79,Legal Resolution,v1.2.0
RISK-0006610,LG-000522,2019-04-16,0.39,39,MEDIUM,68,Legal Resolution,v1.2.0
RISK-0006611,LG-000522,2019-05-16,0.32,32,MEDIUM,62,Legal Resolution,v1.2.0
RISK-0006612,LG-000522,2019-06-15,0.45,45,MEDIUM,41,Legal Resolution,v1.2.0
RISK-0006613,LG-000522,2019-07-15,0.33,33,MEDIUM,43,Legal Resolution,v1.2.0
RISK-0006614,LG-000522,2019-08-14,0.38,38,MEDIUM,108,Legal Resolution,v1.2.0
RISK-0006615,LG-000522,2019-09-13,0.31,31,MEDIUM,75,Legal Resolution,v1.2.0
RISK-0006616,LG-000522,2019-10-13,0.41,41,MEDIUM,110,Legal Resolution,v1.2.0
RISK-0006617,LG-000522,2019-11-12,0.43,43,MEDIUM,92,Legal Resolution,v1.2.0
RISK-0006618,LG-000522,2019-12-12,0.44,44,MEDIUM,57,Legal Resolution,v1.2.0
RISK-0006619,LG-000522,2020-01-11,0.39,39,MEDIUM,60,Legal Resolution,v1.2.0
RISK-0006620,LG-000522,2020-02-10,0.44,44,MEDIUM,99,Legal Resolution,v1.2.0
RISK-0006621,LG-000522,2020-03-11,0.4,40,MEDIUM,102,Legal Resolution,v1.2.0
RISK-0006622,LG-000522,2020-04-10,0.34,34,MEDIUM,86,Legal Resolution,v1.2.0
RISK-0006623,LG-000522,2020-05-10,0.38,38,MEDIUM,48,Legal Resolution,v1.2.0
RISK-0006624,LG-000523,2019-02-09,0.45,45,MEDIUM,71,Objection/Hearing,v1.2.0
RISK-0006625,LG-000523,2019-03-11,0.31,31,MEDIUM,106,Objection/Hearing,v1.2.0
RISK-0006626,LG-000523,2019-04-10,0.38,38,MEDIUM,105,Objection/Hearing,v1.2.0
RISK-0006627,LG-000523,2019-05-10,0.44,44,MEDIUM,69,Objection/Hearing,v1.2.0
RISK-0006628,LG-000523,2019-06-09,0.35,35,MEDIUM,106,Objection/Hearing,v1.2.0
RISK-0006629,LG-000524,2022-02-03,0.61,61,HIGH,164,Objection/Hearing,v1.2.0
RISK-0006630,LG-000524,2022-03-05,0.61,61,HIGH,199,Objection/Hearing,v1.2.0
RISK-0006631,LG-000524,2022-04-04,0.61,61,HIGH,123,Objection/Hearing,v1.2.0
RISK-0006632,LG-000524,2022-05-04,0.63,63,HIGH,177,Objection/Hearing,v1.2.0
RISK-0006633,LG-000524,2022-06-03,0.61,61,HIGH,276,Objection/Hearing,v1.2.0
RISK-0006634,LG-000525,2022-08-13,0.64,64,HIGH,275,Survey,v1.2.0
RISK-0006635,LG-000525,2022-09-12,0.61,61,HIGH,276,Survey,v1.2.0
RISK-0006636,LG-000525,2022-10-12,0.61,61,HIGH,165,Survey,v1.2.0
RISK-0006637,LG-000525,2022-11-11,0.65,65,HIGH,153,Survey,v1.2.0
RISK-0006638,LG-000525,2022-12-11,0.63,63,HIGH,197,Survey,v1.2.0
RISK-0006639,LG-000525,2023-01-10,0.64,64,HIGH,223,Survey,v1.2.0
RISK-0006640,LG-000525,2023-02-09,0.67,67,HIGH,224,Survey,v1.2.0
RISK-0006641,LG-000525,2023-03-11,0.67,67,HIGH,216,Survey,v1.2.0
RISK-0006642,LG-000526,2024-07-09,0.62,62,HIGH,243,Objection/Hearing,v1.2.0
RISK-0006643,LG-000526,2024-08-08,0.61,61,HIGH,144,Objection/Hearing,v1.2.0
RISK-0006644,LG-000526,2024-09-07,0.63,63,HIGH,140,Objection/Hearing,v1.2.0
RISK-0006645,LG-000526,2024-10-07,0.63,63,HIGH,252,Objection/Hearing,v1.2.0
RISK-0006646,LG-000526,2024-11-06,0.61,61,HIGH,133,Objection/Hearing,v1.2.0
RISK-0006647,LG-000526,2024-12-06,0.65,65,HIGH,277,Objection/Hearing,v1.2.0
RISK-0006648,LG-000526,2025-01-05,0.66,66,HIGH,257,Objection/Hearing,v1.2.0
RISK-0006649,LG-000526,2025-02-04,0.63,63,HIGH,232,Objection/Hearing,v1.2.0
RISK-0006650,LG-000526,2025-03-06,0.67,67,HIGH,140,Objection/Hearing,v1.2.0
RISK-0006651,LG-000526,2025-04-05,0.65,65,HIGH,168,Objection/Hearing,v1.2.0
RISK-0006652,LG-000526,2025-05-05,0.71,71,HIGH,152,Objection/Hearing,v1.2.0
RISK-0006653,LG-000526,2025-06-04,0.7,70,HIGH,183,Objection/Hearing,v1.2.0
RISK-0006654,LG-000526,2025-07-04,0.72,72,HIGH,213,Objection/Hearing,v1.2.0
RISK-0006655,LG-000526,2025-08-03,0.69,69,HIGH,197,Objection/Hearing,v1.2.0
RISK-0006656,LG-000526,2025-09-02,0.75,75,HIGH,237,Objection/Hearing,v1.2.0
RISK-0006657,LG-000526,2025-10-02,0.71,71,HIGH,207,Objection/Hearing,v1.2.0
RISK-0006658,LG-000526,2025-11-01,0.72,72,HIGH,163,Objection/Hearing,v1.2.0
RISK-0006659,LG-000526,2025-12-01,0.74,74,HIGH,137,Objection/Hearing,v1.2.0
RISK-0006660,LG-000527,2020-08-05,0.44,44,MEDIUM,92,Survey,v1.2.0
RISK-0006661,LG-000527,2020-09-04,0.31,31,MEDIUM,59,Survey,v1.2.0
RISK-0006662,LG-000527,2020-10-04,0.34,34,MEDIUM,58,Survey,v1.2.0
RISK-0006663,LG-000527,2020-11-03,0.45,45,MEDIUM,42,Survey,v1.2.0
RISK-0006664,LG-000527,2020-12-03,0.32,32,MEDIUM,106,Survey,v1.2.0
RISK-0006665,LG-000527,2021-01-02,0.38,38,MEDIUM,70,Survey,v1.2.0
RISK-0006666,LG-000528,2023-11-08,0.37,37,MEDIUM,103,Land Identification,v1.2.0
RISK-0006667,LG-000528,2023-12-08,0.31,31,MEDIUM,74,Land Identification,v1.2.0
RISK-0006668,LG-000528,2024-01-07,0.34,34,MEDIUM,48,Land Identification,v1.2.0
RISK-0006669,LG-000528,2024-02-06,0.37,37,MEDIUM,54,Land Identification,v1.2.0
RISK-0006670,LG-000528,2024-03-07,0.44,44,MEDIUM,63,Land Identification,v1.2.0
RISK-0006671,LG-000528,2024-04-06,0.36,36,MEDIUM,50,Land Identification,v1.2.0
RISK-0006672,LG-000528,2024-05-06,0.36,36,MEDIUM,72,Land Identification,v1.2.0
RISK-0006673,LG-000528,2024-06-05,0.41,41,MEDIUM,92,Land Identification,v1.2.0
RISK-0006674,LG-000528,2024-07-05,0.35,35,MEDIUM,98,Land Identification,v1.2.0
RISK-0006675,LG-000529,2024-08-02,0.33,33,MEDIUM,52,Approval,v1.2.0
RISK-0006676,LG-000529,2024-09-01,0.34,34,MEDIUM,77,Approval,v1.2.0
RISK-0006677,LG-000529,2024-10-01,0.41,41,MEDIUM,56,Approval,v1.2.0
RISK-0006678,LG-000529,2024-10-31,0.36,36,MEDIUM,77,Approval,v1.2.0
RISK-0006679,LG-000529,2024-11-30,0.31,31,MEDIUM,62,Approval,v1.2.0
RISK-0006680,LG-000529,2024-12-30,0.34,34,MEDIUM,88,Approval,v1.2.0
RISK-0006681,LG-000529,2025-01-29,0.38,38,MEDIUM,101,Approval,v1.2.0
RISK-0006682,LG-000529,2025-02-28,0.35,35,MEDIUM,110,Approval,v1.2.0
RISK-0006683,LG-000529,2025-03-30,0.32,32,MEDIUM,53,Approval,v1.2.0
RISK-0006684,LG-000529,2025-04-29,0.43,43,MEDIUM,108,Approval,v1.2.0
RISK-0006685,LG-000529,2025-05-29,0.33,33,MEDIUM,97,Approval,v1.2.0
RISK-0006686,LG-000529,2025-06-28,0.43,43,MEDIUM,82,Approval,v1.2.0
RISK-0006687,LG-000529,2025-07-28,0.44,44,MEDIUM,65,Approval,v1.2.0
RISK-0006688,LG-000529,2025-08-27,0.44,44,MEDIUM,52,Approval,v1.2.0
RISK-0006689,LG-000529,2025-09-26,0.39,39,MEDIUM,107,Approval,v1.2.0
RISK-0006690,LG-000529,2025-10-26,0.37,37,MEDIUM,60,Approval,v1.2.0
RISK-0006691,LG-000529,2025-11-25,0.4,40,MEDIUM,88,Approval,v1.2.0
RISK-0006692,LG-000529,2025-12-25,0.4,40,MEDIUM,98,Approval,v1.2.0
RISK-0006693,LG-000529,2026-01-24,0.43,43,MEDIUM,60,Approval,v1.2.0
RISK-0006694,LG-000530,2020-05-26,0.37,37,MEDIUM,110,Possession,v1.2.0
RISK-0006695,LG-000530,2020-06-25,0.33,33,MEDIUM,67,Possession,v1.2.0
RISK-0006696,LG-000530,2020-07-25,0.38,38,MEDIUM,77,Possession,v1.2.0
RISK-0006697,LG-000530,2020-08-24,0.38,38,MEDIUM,54,Possession,v1.2.0
RISK-0006698,LG-000530,2020-09-23,0.37,37,MEDIUM,105,Possession,v1.2.0
RISK-0006699,LG-000530,2020-10-23,0.35,35,MEDIUM,74,Possession,v1.2.0
RISK-0006700,LG-000530,2020-11-22,0.36,36,MEDIUM,61,Possession,v1.2.0
RISK-0006701,LG-000530,2020-12-22,0.44,44,MEDIUM,50,Possession,v1.2.0
RISK-0006702,LG-000530,2021-01-21,0.35,35,MEDIUM,83,Possession,v1.2.0
RISK-0006703,LG-000530,2021-02-20,0.42,42,MEDIUM,94,Possession,v1.2.0
RISK-0006704,LG-000530,2021-03-22,0.33,33,MEDIUM,76,Possession,v1.2.0
RISK-0006705,LG-000530,2021-04-21,0.31,31,MEDIUM,42,Possession,v1.2.0
RISK-0006706,LG-000530,2021-05-21,0.42,42,MEDIUM,98,Possession,v1.2.0
RISK-0006707,LG-000530,2021-06-20,0.43,43,MEDIUM,54,Possession,v1.2.0
RISK-0006708,LG-000530,2021-07-20,0.4,40,MEDIUM,104,Possession,v1.2.0
RISK-0006709,LG-000530,2021-08-19,0.37,37,MEDIUM,58,Possession,v1.2.0
RISK-0006710,LG-000530,2021-09-18,0.39,39,MEDIUM,65,Possession,v1.2.0
RISK-0006711,LG-000530,2021-10-18,0.31,31,MEDIUM,108,Possession,v1.2.0
RISK-0006712,LG-000531,2022-09-11,0.79,79,CRITICAL,567,Documentation,v1.2.0
RISK-0006713,LG-000531,2022-10-11,0.81,81,CRITICAL,443,Documentation,v1.2.0
RISK-0006714,LG-000531,2022-11-10,0.84,84,CRITICAL,369,Documentation,v1.2.0
RISK-0006715,LG-000531,2022-12-10,0.82,82,CRITICAL,351,Documentation,v1.2.0
RISK-0006716,LG-000531,2023-01-09,0.88,88,CRITICAL,375,Documentation,v1.2.0
RISK-0006717,LG-000531,2023-02-08,0.85,85,CRITICAL,594,Documentation,v1.2.0
RISK-0006718,LG-000531,2023-03-10,0.88,88,CRITICAL,398,Documentation,v1.2.0
RISK-0006719,LG-000531,2023-04-09,0.92,92,CRITICAL,337,Documentation,v1.2.0
RISK-0006720,LG-000531,2023-05-09,0.89,89,CRITICAL,548,Documentation,v1.2.0
RISK-0006721,LG-000531,2023-06-08,0.9,90,CRITICAL,543,Documentation,v1.2.0
RISK-0006722,LG-000531,2023-07-08,0.9,90,CRITICAL,347,Documentation,v1.2.0
RISK-0006723,LG-000531,2023-08-07,0.94,94,CRITICAL,367,Documentation,v1.2.0
RISK-0006724,LG-000531,2023-09-06,0.93,93,CRITICAL,520,Documentation,v1.2.0
RISK-0006725,LG-000531,2023-10-06,0.92,92,CRITICAL,460,Documentation,v1.2.0
RISK-0006726,LG-000531,2023-11-05,0.99,99,CRITICAL,270,Documentation,v1.2.0
RISK-0006727,LG-000531,2023-12-05,0.96,96,CRITICAL,578,Documentation,v1.2.0
RISK-0006728,LG-000531,2024-01-04,0.99,99,CRITICAL,370,Documentation,v1.2.0
RISK-0006729,LG-000531,2024-02-03,0.98,98,CRITICAL,337,Documentation,v1.2.0
RISK-0006730,LG-000532,2021-06-28,0.83,83,CRITICAL,560,Survey,v1.2.0
RISK-0006731,LG-000532,2021-07-28,0.85,85,CRITICAL,556,Survey,v1.2.0
RISK-0006732,LG-000532,2021-08-27,0.81,81,CRITICAL,520,Survey,v1.2.0
RISK-0006733,LG-000532,2021-09-26,0.84,84,CRITICAL,377,Survey,v1.2.0
RISK-0006734,LG-000532,2021-10-26,0.84,84,CRITICAL,415,Survey,v1.2.0
RISK-0006735,LG-000532,2021-11-25,0.87,87,CRITICAL,444,Survey,v1.2.0
