stakeholder_id,project_id,stakeholder_type,stakeholder_name,engagement_level,sentiment,requests_received,requests_resolved,pending_requests,response_time_days
STK-0003803,LG-000691,Village Administration,Stakeholder Group 3 (Rampur),High,Positive,18,15,3,9
STK-0003804,LG-000692,District Administration,Stakeholder Group 1 (Saharanpur),Low,Negative,11,4,7,76
STK-0003805,LG-000692,Local Authority,Stakeholder Group 2 (Saharanpur),Low,Negative,20,8,12,50
STK-0003806,LG-000692,Contractor,Stakeholder Group 3 (Saharanpur),Low,Negative,24,9,15,33
STK-0003807,LG-000692,Local Authority,Stakeholder Group 4 (Saharanpur),Low,Negative,46,18,28,55
STK-0003808,LG-000692,Local Authority,Stakeholder Group 5 (Saharanpur),Low,Negative,27,10,17,82
STK-0003809,LG-000692,Local Authority,Stakeholder Group 6 (Saharanpur),Low,Negative,48,19,29,66
STK-0003810,LG-000692,Landowner,Stakeholder Group 7 (Saharanpur),Low,Negative,24,9,15,64
STK-0003811,LG-000693,Contractor,Stakeholder Group 1 (Sambhal),High,Positive,11,9,2,8
STK-0003812,LG-000693,District Administration,Stakeholder Group 2 (Sambhal),High,Positive,5,4,1,9
STK-0003813,LG-000693,Contractor,Stakeholder Group 3 (Sambhal),High,Positive,7,5,2,10
STK-0003814,LG-000693,Village Administration,Stakeholder Group 4 (Sambhal),High,Positive,18,15,3,5
STK-0003815,LG-000693,District Administration,Stakeholder Group 5 (Sambhal),High,Positive,30,25,5,16
STK-0003816,LG-000693,Village Administration,Stakeholder Group 6 (Sambhal),High,Positive,23,19,4,16
STK-0003817,LG-000694,Village Administration,Stakeholder Group 1 (Sant Kabir Nagar),High,Positive,5,4,1,17
STK-0003818,LG-000694,Local Authority,Stakeholder Group 2 (Sant Kabir Nagar),High,Positive,23,19,4,7
STK-0003819,LG-000694,Village Administration,Stakeholder Group 3 (Sant Kabir Nagar),High,Positive,34,28,6,6
STK-0003820,LG-000694,District Administration,Stakeholder Group 4 (Sant Kabir Nagar),High,Positive,41,34,7,11
STK-0003821,LG-000695,Contractor,Stakeholder Group 1 (Shahjahanpur),High,Positive,43,36,7,13
STK-0003822,LG-000695,Village Administration,Stakeholder Group 2 (Shahjahanpur),High,Positive,29,24,5,20
STK-0003823,LG-000695,District Administration,Stakeholder Group 3 (Shahjahanpur),High,Positive,15,12,3,20
STK-0003824,LG-000695,Contractor,Stakeholder Group 4 (Shahjahanpur),High,Positive,20,17,3,13
STK-0003825,LG-000695,Village Administration,Stakeholder Group 5 (Shahjahanpur),High,Positive,40,34,6,7
STK-0003826,LG-000696,Village Administration,Stakeholder Group 1 (Shamli),High,Positive,39,33,6,22
STK-0003827,LG-000696,Contractor,Stakeholder Group 2 (Shamli),High,Positive,38,32,6,17
STK-0003828,LG-000696,Local Authority,Stakeholder Group 3 (Shamli),High,Positive,6,5,1,10
STK-0003829,LG-000696,District Administration,Stakeholder Group 4 (Shamli),High,Positive,44,37,7,14
STK-0003830,LG-000696,Village Administration,Stakeholder Group 5 (Shamli),High,Positive,39,33,6,17
STK-0003831,LG-000696,District Administration,Stakeholder Group 6 (Shamli),High,Positive,41,34,7,20
STK-0003832,LG-000696,Landowner,Stakeholder Group 7 (Shamli),High,Positive,17,14,3,12
STK-0003833,LG-000696,Local Authority,Stakeholder Group 8 (Shamli),High,Positive,33,28,5,12
STK-0003834,LG-000697,District Administration,Stakeholder Group 1 (Shravasti),High,Positive,5,4,1,15
STK-0003835,LG-000697,Village Administration,Stakeholder Group 2 (Shravasti),High,Positive,8,6,2,8
STK-0003836,LG-000697,Local Authority,Stakeholder Group 3 (Shravasti),High,Positive,5,4,1,6
STK-0003837,LG-000697,Local Authority,Stakeholder Group 4 (Shravasti),High,Positive,16,13,3,8
STK-0003838,LG-000697,Local Authority,Stakeholder Group 5 (Shravasti),High,Positive,47,39,8,11
STK-0003839,LG-000697,Landowner,Stakeholder Group 6 (Shravasti),High,Positive,39,33,6,18
STK-0003840,LG-000697,Local Authority,Stakeholder Group 7 (Shravasti),High,Positive,10,8,2,7
STK-0003841,LG-000698,District Administration,Stakeholder Group 1 (Siddharthnagar),High,Positive,13,11,2,20
STK-0003842,LG-000698,Contractor,Stakeholder Group 2 (Siddharthnagar),High,Positive,49,41,8,14
STK-0003843,LG-000698,Local Authority,Stakeholder Group 3 (Siddharthnagar),High,Positive,8,6,2,17
STK-0003844,LG-000698,Local Authority,Stakeholder Group 4 (Siddharthnagar),High,Positive,38,32,6,17
STK-0003845,LG-000698,Village Administration,Stakeholder Group 5 (Siddharthnagar),High,Positive,25,21,4,25
STK-0003846,LG-000699,District Administration,Stakeholder Group 1 (Sitapur),High,Positive,46,39,7,21
STK-0003847,LG-000699,Local Authority,Stakeholder Group 2 (Sitapur),High,Positive,16,13,3,9
STK-0003848,LG-000699,District Administration,Stakeholder Group 3 (Sitapur),High,Positive,16,13,3,24
STK-0003849,LG-000699,Landowner,Stakeholder Group 4 (Sitapur),High,Positive,15,12,3,5
STK-0003850,LG-000700,District Administration,Stakeholder Group 1 (Sonbhadra),Low,Negative,40,16,24,43
STK-0003851,LG-000700,District Administration,Stakeholder Group 2 (Sonbhadra),Low,Negative,15,6,9,84
STK-0003852,LG-000700,District Administration,Stakeholder Group 3 (Sonbhadra),Low,Negative,50,20,30,32
STK-0003853,LG-000700,Village Administration,Stakeholder Group 4 (Sonbhadra),Low,Negative,10,4,6,90
STK-0003854,LG-000701,Contractor,Stakeholder Group 1 (Sultanpur),High,Positive,44,37,7,12
STK-0003855,LG-000701,District Administration,Stakeholder Group 2 (Sultanpur),High,Positive,46,39,7,10
STK-0003856,LG-000701,Landowner,Stakeholder Group 3 (Sultanpur),High,Positive,48,40,8,6
STK-0003857,LG-000701,Village Administration,Stakeholder Group 4 (Sultanpur),High,Positive,34,28,6,21
STK-0003858,LG-000701,Village Administration,Stakeholder Group 5 (Sultanpur),High,Positive,13,11,2,20
STK-0003859,LG-000701,Contractor,Stakeholder Group 6 (Sultanpur),High,Positive,10,8,2,8
STK-0003860,LG-000701,Local Authority,Stakeholder Group 7 (Sultanpur),High,Positive,37,31,6,21
STK-0003861,LG-000701,Landowner,Stakeholder Group 8 (Sultanpur),High,Positive,48,40,8,25
STK-0003862,LG-000702,District Administration,Stakeholder Group 1 (Unnao),High,Positive,28,23,5,15
STK-0003863,LG-000702,Contractor,Stakeholder Group 2 (Unnao),High,Positive,24,20,4,6
STK-0003864,LG-000702,Village Administration,Stakeholder Group 3 (Unnao),High,Positive,23,19,4,19
STK-0003865,LG-000703,Landowner,Stakeholder Group 1 (Varanasi),Low,Negative,11,4,7,62
STK-0003866,LG-000703,Contractor,Stakeholder Group 2 (Varanasi),Low,Negative,21,8,13,88
STK-0003867,LG-000703,Village Administration,Stakeholder Group 3 (Varanasi),Low,Negative,18,7,11,80
STK-0003868,LG-000703,Local Authority,Stakeholder Group 4 (Varanasi),Low,Negative,27,10,17,32
STK-0003869,LG-000703,Local Authority,Stakeholder Group 5 (Varanasi),Low,Negative,49,19,30,55
STK-0003870,LG-000704,Local Authority,Stakeholder Group 1 (Almora),High,Positive,26,22,4,20
STK-0003871,LG-000704,Village Administration,Stakeholder Group 2 (Almora),High,Positive,11,9,2,12
STK-0003872,LG-000704,Village Administration,Stakeholder Group 3 (Almora),High,Positive,45,38,7,5
STK-0003873,LG-000705,Local Authority,Stakeholder Group 1 (Bageshwar),Low,Negative,29,11,18,37
STK-0003874,LG-000705,Local Authority,Stakeholder Group 2 (Bageshwar),Low,Negative,40,16,24,71
STK-0003875,LG-000705,Contractor,Stakeholder Group 3 (Bageshwar),Low,Negative,43,17,26,89
STK-0003876,LG-000705,Village Administration,Stakeholder Group 4 (Bageshwar),Low,Negative,27,10,17,33
STK-0003877,LG-000705,Contractor,Stakeholder Group 5 (Bageshwar),Low,Negative,19,7,12,68
STK-0003878,LG-000706,Landowner,Stakeholder Group 1 (Chamoli),Low,Negative,20,8,12,84
STK-0003879,LG-000706,Village Administration,Stakeholder Group 2 (Chamoli),Low,Negative,38,15,23,53
STK-0003880,LG-000706,Local Authority,Stakeholder Group 3 (Chamoli),Low,Negative,38,15,23,81
STK-0003881,LG-000706,Village Administration,Stakeholder Group 4 (Chamoli),Low,Negative,8,3,5,86
STK-0003882,LG-000707,District Administration,Stakeholder Group 1 (Champawat),Low,Negative,13,5,8,84
STK-0003883,LG-000707,Contractor,Stakeholder Group 2 (Champawat),Low,Negative,49,19,30,65
STK-0003884,LG-000707,Village Administration,Stakeholder Group 3 (Champawat),Low,Negative,20,8,12,64
STK-0003885,LG-000707,District Administration,Stakeholder Group 4 (Champawat),Low,Negative,10,4,6,69
STK-0003886,LG-000707,Landowner,Stakeholder Group 5 (Champawat),Low,Negative,38,15,23,72
STK-0003887,LG-000708,District Administration,Stakeholder Group 1 (Dehradun),High,Positive,44,37,7,9
STK-0003888,LG-000708,Village Administration,Stakeholder Group 2 (Dehradun),High,Positive,22,18,4,24
STK-0003889,LG-000708,Landowner,Stakeholder Group 3 (Dehradun),High,Positive,32,27,5,20
STK-0003890,LG-000708,Village Administration,Stakeholder Group 4 (Dehradun),High,Positive,49,41,8,17
STK-0003891,LG-000708,Landowner,Stakeholder Group 5 (Dehradun),High,Positive,48,40,8,9
STK-0003892,LG-000708,Contractor,Stakeholder Group 6 (Dehradun),High,Positive,7,5,2,25
STK-0003893,LG-000709,Contractor,Stakeholder Group 1 (Haridwar),High,Positive,11,9,2,18
STK-0003894,LG-000709,Landowner,Stakeholder Group 2 (Haridwar),High,Positive,30,25,5,15
STK-0003895,LG-000709,Contractor,Stakeholder Group 3 (Haridwar),High,Positive,14,11,3,19
STK-0003896,LG-000709,Local Authority,Stakeholder Group 4 (Haridwar),High,Positive,29,24,5,24
STK-0003897,LG-000709,Village Administration,Stakeholder Group 5 (Haridwar),High,Positive,16,13,3,22
STK-0003898,LG-000709,Contractor,Stakeholder Group 6 (Haridwar),High,Positive,50,42,8,7
STK-0003899,LG-000710,Landowner,Stakeholder Group 1 (Nainital),High,Positive,46,39,7,8
STK-0003900,LG-000710,District Administration,Stakeholder Group 2 (Nainital),High,Positive,26,22,4,17
STK-0003901,LG-000710,District Administration,Stakeholder Group 3 (Nainital),High,Positive,39,33,6,6
STK-0003902,LG-000710,Landowner,Stakeholder Group 4 (Nainital),High,Positive,49,41,8,23
STK-0003903,LG-000710,Landowner,Stakeholder Group 5 (Nainital),High,Positive,15,12,3,24
STK-0003904,LG-000711,District Administration,Stakeholder Group 1 (Pauri Garhwal),High,Positive,7,5,2,12
STK-0003905,LG-000711,Village Administration,Stakeholder Group 2 (Pauri Garhwal),High,Positive,19,16,3,15
STK-0003906,LG-000711,Landowner,Stakeholder Group 3 (Pauri Garhwal),High,Positive,29,24,5,5
STK-0003907,LG-000711,Village Administration,Stakeholder Group 4 (Pauri Garhwal),High,Positive,10,8,2,10
STK-0003908,LG-000711,Local Authority,Stakeholder Group 5 (Pauri Garhwal),High,Positive,37,31,6,21
STK-0003909,LG-000712,Landowner,Stakeholder Group 1 (Pithoragarh),Low,Negative,7,2,5,67
STK-0003910,LG-000712,Local Authority,Stakeholder Group 2 (Pithoragarh),Low,Negative,31,12,19,73
STK-0003911,LG-000712,Contractor,Stakeholder Group 3 (Pithoragarh),Low,Negative,32,12,20,45
STK-0003912,LG-000712,Local Authority,Stakeholder Group 4 (Pithoragarh),Low,Negative,32,12,20,46
STK-0003913,LG-000712,District Administration,Stakeholder Group 5 (Pithoragarh),Low,Negative,38,15,23,90
STK-0003914,LG-000712,Village Administration,Stakeholder Group 6 (Pithoragarh),Low,Negative,8,3,5,85
STK-0003915,LG-000712,Contractor,Stakeholder Group 7 (Pithoragarh),Low,Negative,26,10,16,56
STK-0003916,LG-000713,Landowner,Stakeholder Group 1 (Rudraprayag),Low,Negative,11,4,7,85
STK-0003917,LG-000713,Local Authority,Stakeholder Group 2 (Rudraprayag),Low,Negative,36,14,22,36
STK-0003918,LG-000713,Contractor,Stakeholder Group 3 (Rudraprayag),Low,Negative,45,18,27,38
STK-0003919,LG-000713,Village Administration,Stakeholder Group 4 (Rudraprayag),Low,Negative,41,16,25,55
STK-0003920,LG-000713,Landowner,Stakeholder Group 5 (Rudraprayag),Low,Negative,41,16,25,31
STK-0003921,LG-000713,Local Authority,Stakeholder Group 6 (Rudraprayag),Low,Negative,45,18,27,72
STK-0003922,LG-000714,Local Authority,Stakeholder Group 1 (Tehri Garhwal),High,Positive,42,35,7,8
STK-0003923,LG-000714,Village Administration,Stakeholder Group 2 (Tehri Garhwal),High,Positive,18,15,3,17
STK-0003924,LG-000714,Local Authority,Stakeholder Group 3 (Tehri Garhwal),High,Positive,40,34,6,10
STK-0003925,LG-000714,District Administration,Stakeholder Group 4 (Tehri Garhwal),High,Positive,28,23,5,14
STK-0003926,LG-000715,Landowner,Stakeholder Group 1 (Udham Singh Nagar),Low,Negative,34,13,21,88
STK-0003927,LG-000715,Village Administration,Stakeholder Group 2 (Udham Singh Nagar),Low,Negative,10,4,6,34
STK-0003928,LG-000715,Contractor,Stakeholder Group 3 (Udham Singh Nagar),Low,Negative,5,2,3,73
STK-0003929,LG-000715,Local Authority,Stakeholder Group 4 (Udham Singh Nagar),Low,Negative,6,2,4,87
STK-0003930,LG-000715,Local Authority,Stakeholder Group 5 (Udham Singh Nagar),Low,Negative,32,12,20,61
STK-0003931,LG-000715,Local Authority,Stakeholder Group 6 (Udham Singh Nagar),Low,Negative,30,12,18,68
STK-0003932,LG-000715,Local Authority,Stakeholder Group 7 (Udham Singh Nagar),Low,Negative,20,8,12,46
STK-0003933,LG-000716,Landowner,Stakeholder Group 1 (Uttarkashi),Low,Negative,21,8,13,75
STK-0003934,LG-000716,Village Administration,Stakeholder Group 2 (Uttarkashi),Low,Negative,30,12,18,63
STK-0003935,LG-000716,District Administration,Stakeholder Group 3 (Uttarkashi),Low,Negative,10,4,6,49
STK-0003936,LG-000716,Village Administration,Stakeholder Group 4 (Uttarkashi),Low,Negative,17,6,11,33
STK-0003937,LG-000716,Contractor,Stakeholder Group 5 (Uttarkashi),Low,Negative,34,13,21,47
STK-0003938,LG-000717,Local Authority,Stakeholder Group 1 (Alipurduar),High,Positive,7,5,2,6
STK-0003939,LG-000717,Contractor,Stakeholder Group 2 (Alipurduar),High,Positive,28,23,5,16
STK-0003940,LG-000717,Contractor,Stakeholder Group 3 (Alipurduar),High,Positive,44,37,7,11
STK-0003941,LG-000718,Local Authority,Stakeholder Group 1 (Bankura),Low,Negative,11,4,7,59
STK-0003942,LG-000718,District Administration,Stakeholder Group 2 (Bankura),Low,Negative,21,8,13,90
STK-0003943,LG-000718,Contractor,Stakeholder Group 3 (Bankura),Low,Negative,10,4,6,58
STK-0003944,LG-000719,Village Administration,Stakeholder Group 1 (Birbhum),Low,Negative,37,14,23,52
STK-0003945,LG-000719,Village Administration,Stakeholder Group 2 (Birbhum),Low,Negative,41,16,25,30
STK-0003946,LG-000719,Local Authority,Stakeholder Group 3 (Birbhum),Low,Negative,27,10,17,56
STK-0003947,LG-000720,Contractor,Stakeholder Group 1 (Cooch Behar),Low,Negative,37,14,23,86
STK-0003948,LG-000720,Village Administration,Stakeholder Group 2 (Cooch Behar),Low,Negative,45,18,27,85
STK-0003949,LG-000720,District Administration,Stakeholder Group 3 (Cooch Behar),Low,Negative,19,7,12,43
STK-0003950,LG-000720,Contractor,Stakeholder Group 4 (Cooch Behar),Low,Negative,12,4,8,32
STK-0003951,LG-000720,Local Authority,Stakeholder Group 5 (Cooch Behar),Low,Negative,49,19,30,83
STK-0003952,LG-000721,Village Administration,Stakeholder Group 1 (Dakshin Dinajpur),High,Positive,17,14,3,8
STK-0003953,LG-000721,Landowner,Stakeholder Group 2 (Dakshin Dinajpur),High,Positive,18,15,3,13
STK-0003954,LG-000721,Landowner,Stakeholder Group 3 (Dakshin Dinajpur),High,Positive,30,25,5,25
STK-0003955,LG-000721,Contractor,Stakeholder Group 4 (Dakshin Dinajpur),High,Positive,21,17,4,5
STK-0003956,LG-000721,Local Authority,Stakeholder Group 5 (Dakshin Dinajpur),High,Positive,36,30,6,5
STK-0003957,LG-000722,District Administration,Stakeholder Group 1 (Darjeeling),Low,Negative,24,9,15,60
STK-0003958,LG-000722,District Administration,Stakeholder Group 2 (Darjeeling),Low,Negative,26,10,16,33
STK-0003959,LG-000722,District Administration,Stakeholder Group 3 (Darjeeling),Low,Negative,43,17,26,47
STK-0003960,LG-000723,Landowner,Stakeholder Group 1 (Hooghly),High,Positive,30,25,5,6
STK-0003961,LG-000723,Contractor,Stakeholder Group 2 (Hooghly),High,Positive,24,20,4,15
STK-0003962,LG-000723,Village Administration,Stakeholder Group 3 (Hooghly),High,Positive,42,35,7,7
STK-0003963,LG-000723,Village Administration,Stakeholder Group 4 (Hooghly),High,Positive,29,24,5,20
STK-0003964,LG-000723,District Administration,Stakeholder Group 5 (Hooghly),High,Positive,39,33,6,15
STK-0003965,LG-000724,Local Authority,Stakeholder Group 1 (Howrah),High,Positive,6,5,1,13
STK-0003966,LG-000724,Contractor,Stakeholder Group 2 (Howrah),High,Positive,32,27,5,24
STK-0003967,LG-000724,District Administration,Stakeholder Group 3 (Howrah),High,Positive,18,15,3,15
STK-0003968,LG-000724,Village Administration,Stakeholder Group 4 (Howrah),High,Positive,46,39,7,23
STK-0003969,LG-000724,Village Administration,Stakeholder Group 5 (Howrah),High,Positive,46,39,7,19
STK-0003970,LG-000725,District Administration,Stakeholder Group 1 (Jalpaiguri),Low,Negative,30,12,18,77
STK-0003971,LG-000725,Local Authority,Stakeholder Group 2 (Jalpaiguri),Low,Negative,24,9,15,73
STK-0003972,LG-000725,Contractor,Stakeholder Group 3 (Jalpaiguri),Low,Negative,14,5,9,36
STK-0003973,LG-000725,District Administration,Stakeholder Group 4 (Jalpaiguri),Low,Negative,6,2,4,69
STK-0003974,LG-000725,Landowner,Stakeholder Group 5 (Jalpaiguri),Low,Negative,41,16,25,42
STK-0003975,LG-000725,Landowner,Stakeholder Group 6 (Jalpaiguri),Low,Negative,29,11,18,33
STK-0003976,LG-000725,Landowner,Stakeholder Group 7 (Jalpaiguri),Low,Negative,16,6,10,54
STK-0003977,LG-000726,Village Administration,Stakeholder Group 1 (Jhargram),High,Positive,41,34,7,12
STK-0003978,LG-000726,Landowner,Stakeholder Group 2 (Jhargram),High,Positive,6,5,1,18
STK-0003979,LG-000726,Contractor,Stakeholder Group 3 (Jhargram),High,Positive,31,26,5,16
STK-0003980,LG-000726,Landowner,Stakeholder Group 4 (Jhargram),High,Positive,18,15,3,12
STK-0003981,LG-000726,Village Administration,Stakeholder Group 5 (Jhargram),High,Positive,40,34,6,14
STK-0003982,LG-000726,Landowner,Stakeholder Group 6 (Jhargram),High,Positive,29,24,5,8
STK-0003983,LG-000727,Contractor,Stakeholder Group 1 (Kalimpong),Low,Negative,45,18,27,74
STK-0003984,LG-000727,District Administration,Stakeholder Group 2 (Kalimpong),Low,Negative,28,11,17,60
STK-0003985,LG-000727,Local Authority,Stakeholder Group 3 (Kalimpong),Low,Negative,21,8,13,82
STK-0003986,LG-000727,Contractor,Stakeholder Group 4 (Kalimpong),Low,Negative,29,11,18,76
STK-0003987,LG-000727,District Administration,Stakeholder Group 5 (Kalimpong),Low,Negative,7,2,5,39
STK-0003988,LG-000727,Local Authority,Stakeholder Group 6 (Kalimpong),Low,Negative,19,7,12,33
STK-0003989,LG-000728,Local Authority,Stakeholder Group 1 (Kolkata),High,Positive,9,7,2,23
STK-0003990,LG-000728,Local Authority,Stakeholder Group 2 (Kolkata),High,Positive,37,31,6,14
STK-0003991,LG-000728,Contractor,Stakeholder Group 3 (Kolkata),High,Positive,26,22,4,22
STK-0003992,LG-000729,Landowner,Stakeholder Group 1 (Malda),High,Positive,18,15,3,25
STK-0003993,LG-000729,Local Authority,Stakeholder Group 2 (Malda),High,Positive,11,9,2,19
STK-0003994,LG-000729,District Administration,Stakeholder Group 3 (Malda),High,Positive,37,31,6,6
STK-0003995,LG-000729,District Administration,Stakeholder Group 4 (Malda),High,Positive,28,23,5,8
STK-0003996,LG-000730,District Administration,Stakeholder Group 1 (Murshidabad),High,Positive,31,26,5,8
STK-0003997,LG-000730,Village Administration,Stakeholder Group 2 (Murshidabad),High,Positive,29,24,5,23
STK-0003998,LG-000730,Village Administration,Stakeholder Group 3 (Murshidabad),High,Positive,18,15,3,24
STK-0003999,LG-000730,District Administration,Stakeholder Group 4 (Murshidabad),High,Positive,22,18,4,14
STK-0004000,LG-000730,Landowner,Stakeholder Group 5 (Murshidabad),High,Positive,41,34,7,20
STK-0004001,LG-000730,Village Administration,Stakeholder Group 6 (Murshidabad),High,Positive,48,40,8,18
STK-0004002,LG-000730,Local Authority,Stakeholder Group 7 (Murshidabad),High,Positive,16,13,3,15
STK-0004003,LG-000731,District Administration,Stakeholder Group 1 (Nadia),Low,Negative,39,15,24,84
STK-0004004,LG-000731,Landowner,Stakeholder Group 2 (Nadia),Low,Negative,29,11,18,69
STK-0004005,LG-000731,Village Administration,Stakeholder Group 3 (Nadia),Low,Negative,19,7,12,76
STK-0004006,LG-000731,Village Administration,Stakeholder Group 4 (Nadia),Low,Negative,8,3,5,39
STK-0004007,LG-000731,Contractor,Stakeholder Group 5 (Nadia),Low,Negative,15,6,9,30
