approval_id,project_id,approval_type,submission_date,approval_date,approval_status,responsible_authority,delay_days
APP-0002833,LG-000538,Government Notification,2020-03-13,2020-05-14,Approved,State Cabinet,13
APP-0002834,LG-000538,Administrative Approval,2020-05-05,2020-08-27,Approved,State Cabinet,1
APP-0002835,LG-000539,Administrative Approval,2024-11-29,2025-03-24,Approved,MoEFCC,8
APP-0002836,LG-000539,Environmental Clearance,2025-02-19,2025-04-27,Approved,District Collectorate,13
APP-0002837,LG-000539,Land Acquisition Approval,2024-12-04,2025-03-22,Approved,MoEFCC,12
APP-0002838,LG-000539,Financial Approval,2025-02-09,2025-03-14,Approved,Finance Ministry,2
APP-0002839,LG-000539,Government Notification,2025-02-08,2025-04-06,Approved,Finance Ministry,8
APP-0002840,LG-000539,Administrative Approval,2024-12-16,,Submitted,Finance Ministry,51
APP-0002841,LG-000539,Environmental Clearance,2025-02-23,2025-04-06,Approved,District Collectorate,13
APP-0002842,LG-000540,Administrative Approval,2019-03-24,2019-06-18,Approved,Finance Ministry,9
APP-0002843,LG-000540,Environmental Clearance,2019-03-15,,Conditionally Approved,State Cabinet,122
APP-0002844,LG-000540,Land Acquisition Approval,2019-01-16,2019-03-10,Approved,District Collectorate,2
APP-0002845,LG-000540,Financial Approval,2019-01-19,2019-03-29,Approved,District Collectorate,15
APP-0002846,LG-000541,Administrative Approval,2022-12-17,,In Review,District Collectorate,111
APP-0002847,LG-000541,Environmental Clearance,2022-12-25,2023-02-15,Approved,District Collectorate,0
APP-0002848,LG-000541,Land Acquisition Approval,2023-01-25,2023-03-11,Approved,State Cabinet,4
APP-0002849,LG-000541,Financial Approval,2023-01-03,2023-04-07,Approved,MoEFCC,0
APP-0002850,LG-000541,Government Notification,2023-01-17,2023-03-09,Approved,Finance Ministry,4
APP-0002851,LG-000542,Administrative Approval,2020-12-28,2021-02-17,Approved,State Cabinet,9
APP-0002852,LG-000542,Environmental Clearance,2020-11-17,2021-01-06,Approved,MoEFCC,4
APP-0002853,LG-000542,Land Acquisition Approval,2020-10-23,,In Review,District Collectorate,103
APP-0002854,LG-000542,Financial Approval,2020-12-11,,Submitted,District Collectorate,110
APP-0002855,LG-000542,Government Notification,2020-12-05,,Conditionally Approved,MoEFCC,59
APP-0002856,LG-000542,Administrative Approval,2020-10-19,,Submitted,District Collectorate,39
APP-0002857,LG-000543,Administrative Approval,2018-06-24,2018-09-23,Approved,MoEFCC,7
APP-0002858,LG-000543,Environmental Clearance,2018-07-02,2018-10-01,Approved,MoEFCC,14
APP-0002859,LG-000543,Land Acquisition Approval,2018-06-24,,Submitted,Finance Ministry,33
APP-0002860,LG-000544,Administrative Approval,2019-10-24,,In Review,MoEFCC,47
APP-0002861,LG-000544,Environmental Clearance,2019-09-14,,Submitted,MoEFCC,74
APP-0002862,LG-000544,Land Acquisition Approval,2019-09-11,2019-12-28,Approved,District Collectorate,12
APP-0002863,LG-000544,Financial Approval,2019-11-03,2020-01-05,Approved,Finance Ministry,11
APP-0002864,LG-000544,Government Notification,2019-11-20,2020-01-08,Approved,MoEFCC,6
APP-0002865,LG-000544,Administrative Approval,2019-09-14,2019-12-21,Approved,District Collectorate,2
APP-0002866,LG-000545,Administrative Approval,2019-02-12,,Submitted,Finance Ministry,66
APP-0002867,LG-000545,Environmental Clearance,2019-05-01,2019-07-08,Approved,Finance Ministry,6
APP-0002868,LG-000545,Land Acquisition Approval,2019-02-15,,In Review,District Collectorate,47
APP-0002869,LG-000545,Financial Approval,2019-03-10,2019-04-30,Approved,MoEFCC,11
APP-0002870,LG-000545,Government Notification,2019-04-25,,Submitted,District Collectorate,105
APP-0002871,LG-000545,Administrative Approval,2019-04-26,,In Review,State Cabinet,93
APP-0002872,LG-000546,Administrative Approval,2022-11-24,,In Review,MoEFCC,63
APP-0002873,LG-000546,Environmental Clearance,2023-01-12,,Conditionally Approved,State Cabinet,69
APP-0002874,LG-000546,Land Acquisition Approval,2022-12-27,,In Review,State Cabinet,140
APP-0002875,LG-000547,Administrative Approval,2019-04-11,,In Review,State Cabinet,67
APP-0002876,LG-000547,Environmental Clearance,2019-04-27,2019-07-28,Approved,District Collectorate,1
APP-0002877,LG-000547,Land Acquisition Approval,2019-03-11,,Conditionally Approved,District Collectorate,79
APP-0002878,LG-000547,Financial Approval,2019-04-28,2019-06-14,Approved,State Cabinet,6
APP-0002879,LG-000547,Government Notification,2019-03-17,,In Review,District Collectorate,61
APP-0002880,LG-000548,Administrative Approval,2021-07-19,2021-10-30,Approved,State Cabinet,12
APP-0002881,LG-000548,Environmental Clearance,2021-07-20,2021-11-12,Approved,MoEFCC,15
APP-0002882,LG-000548,Land Acquisition Approval,2021-05-14,2021-08-08,Approved,MoEFCC,3
APP-0002883,LG-000548,Financial Approval,2021-06-19,2021-10-17,Approved,State Cabinet,15
APP-0002884,LG-000548,Government Notification,2021-07-13,2021-10-02,Approved,State Cabinet,1
APP-0002885,LG-000548,Administrative Approval,2021-05-25,,In Review,Finance Ministry,67
APP-0002886,LG-000548,Environmental Clearance,2021-05-14,2021-08-12,Approved,Finance Ministry,5
APP-0002887,LG-000548,Land Acquisition Approval,2021-05-05,2021-06-05,Approved,Finance Ministry,2
APP-0002888,LG-000549,Administrative Approval,2019-08-21,2019-11-09,Approved,Finance Ministry,1
APP-0002889,LG-000549,Environmental Clearance,2019-08-20,2019-10-29,Approved,District Collectorate,10
APP-0002890,LG-000549,Land Acquisition Approval,2019-07-29,2019-10-19,Approved,MoEFCC,8
APP-0002891,LG-000550,Administrative Approval,2021-10-26,2022-01-12,Approved,MoEFCC,1
APP-0002892,LG-000550,Environmental Clearance,2021-08-12,2021-11-21,Approved,Finance Ministry,14
APP-0002893,LG-000550,Land Acquisition Approval,2021-09-22,2021-11-11,Approved,MoEFCC,8
APP-0002894,LG-000550,Financial Approval,2021-10-21,2021-12-29,Approved,State Cabinet,4
APP-0002895,LG-000550,Government Notification,2021-08-12,2021-11-10,Approved,District Collectorate,2
APP-0002896,LG-000550,Administrative Approval,2021-10-08,2022-01-11,Approved,Finance Ministry,2
APP-0002897,LG-000551,Administrative Approval,2019-11-27,,In Review,State Cabinet,88
APP-0002898,LG-000551,Environmental Clearance,2019-10-17,2019-11-28,Approved,District Collectorate,7
APP-0002899,LG-000551,Land Acquisition Approval,2019-11-13,,In Review,District Collectorate,133
APP-0002900,LG-000552,Administrative Approval,2023-10-23,,Submitted,District Collectorate,112
APP-0002901,LG-000552,Environmental Clearance,2023-08-19,,In Review,District Collectorate,55
APP-0002902,LG-000552,Land Acquisition Approval,2023-10-23,,Conditionally Approved,District Collectorate,64
APP-0002903,LG-000552,Financial Approval,2023-11-01,2024-01-06,Approved,State Cabinet,10
APP-0002904,LG-000552,Government Notification,2023-10-03,2023-11-17,Approved,District Collectorate,8
APP-0002905,LG-000553,Administrative Approval,2019-11-09,,Conditionally Approved,Finance Ministry,57
APP-0002906,LG-000553,Environmental Clearance,2019-10-08,,Submitted,Finance Ministry,144
APP-0002907,LG-000553,Land Acquisition Approval,2019-10-24,2019-12-15,Approved,District Collectorate,14
APP-0002908,LG-000553,Financial Approval,2019-11-20,,Submitted,MoEFCC,68
APP-0002909,LG-000553,Government Notification,2019-10-21,2020-02-01,Approved,District Collectorate,0
APP-0002910,LG-000554,Administrative Approval,2021-05-24,,Submitted,State Cabinet,102
APP-0002911,LG-000554,Environmental Clearance,2021-05-18,,Conditionally Approved,MoEFCC,39
APP-0002912,LG-000554,Land Acquisition Approval,2021-06-07,,In Review,District Collectorate,148
APP-0002913,LG-000554,Financial Approval,2021-06-07,2021-09-11,Approved,District Collectorate,0
APP-0002914,LG-000554,Government Notification,2021-04-12,,Conditionally Approved,MoEFCC,123
APP-0002915,LG-000554,Administrative Approval,2021-03-21,,Submitted,State Cabinet,37
APP-0002916,LG-000554,Environmental Clearance,2021-03-22,,In Review,Finance Ministry,40
APP-0002917,LG-000554,Land Acquisition Approval,2021-05-20,2021-09-17,Approved,Finance Ministry,2
APP-0002918,LG-000555,Administrative Approval,2018-10-13,,Conditionally Approved,Finance Ministry,116
APP-0002919,LG-000555,Environmental Clearance,2018-08-02,,Submitted,District Collectorate,45
APP-0002920,LG-000555,Land Acquisition Approval,2018-07-25,,In Review,MoEFCC,42
APP-0002921,LG-000555,Financial Approval,2018-08-22,,In Review,Finance Ministry,38
APP-0002922,LG-000555,Government Notification,2018-10-13,,In Review,District Collectorate,133
APP-0002923,LG-000555,Administrative Approval,2018-07-24,,In Review,MoEFCC,56
APP-0002924,LG-000555,Environmental Clearance,2018-07-28,,Submitted,MoEFCC,54
APP-0002925,LG-000556,Administrative Approval,2020-07-12,,In Review,State Cabinet,93
APP-0002926,LG-000556,Environmental Clearance,2020-06-27,2020-08-03,Approved,District Collectorate,5
APP-0002927,LG-000556,Land Acquisition Approval,2020-08-12,2020-12-04,Approved,District Collectorate,14
APP-0002928,LG-000557,Administrative Approval,2021-02-07,2021-04-15,Approved,District Collectorate,4
APP-0002929,LG-000557,Environmental Clearance,2021-01-02,,In Review,MoEFCC,42
APP-0002930,LG-000557,Land Acquisition Approval,2021-03-13,2021-04-27,Approved,District Collectorate,4
APP-0002931,LG-000557,Financial Approval,2020-12-25,2021-03-16,Approved,State Cabinet,0
APP-0002932,LG-000557,Government Notification,2021-02-28,2021-04-25,Approved,Finance Ministry,9
APP-0002933,LG-000558,Administrative Approval,2021-07-10,,In Review,MoEFCC,40
APP-0002934,LG-000558,Environmental Clearance,2021-08-07,,Conditionally Approved,District Collectorate,88
APP-0002935,LG-000558,Land Acquisition Approval,2021-07-26,2021-08-27,Approved,Finance Ministry,12
APP-0002936,LG-000558,Financial Approval,2021-07-07,,Submitted,Finance Ministry,128
APP-0002937,LG-000559,Administrative Approval,2024-10-29,2024-12-05,Approved,MoEFCC,8
APP-0002938,LG-000559,Environmental Clearance,2024-10-15,2025-01-10,Approved,District Collectorate,9
APP-0002939,LG-000559,Land Acquisition Approval,2024-12-19,2025-03-05,Approved,Finance Ministry,1
APP-0002940,LG-000559,Financial Approval,2024-11-26,2025-02-03,Approved,District Collectorate,9
APP-0002941,LG-000559,Government Notification,2024-10-19,2024-12-21,Approved,MoEFCC,10
APP-0002942,LG-000560,Administrative Approval,2022-06-05,2022-07-24,Approved,MoEFCC,3
APP-0002943,LG-000560,Environmental Clearance,2022-06-22,2022-08-12,Approved,MoEFCC,10
APP-0002944,LG-000560,Land Acquisition Approval,2022-07-04,2022-08-28,Approved,MoEFCC,4
APP-0002945,LG-000560,Financial Approval,2022-08-23,2022-10-16,Approved,MoEFCC,6
APP-0002946,LG-000560,Government Notification,2022-08-04,2022-10-21,Approved,Finance Ministry,13
APP-0002947,LG-000560,Administrative Approval,2022-07-29,,Conditionally Approved,State Cabinet,47
APP-0002948,LG-000560,Environmental Clearance,2022-07-05,2022-10-18,Approved,State Cabinet,7
APP-0002949,LG-000561,Administrative Approval,2023-09-30,,In Review,MoEFCC,123
APP-0002950,LG-000561,Environmental Clearance,2023-09-28,2023-11-28,Approved,MoEFCC,12
APP-0002951,LG-000561,Land Acquisition Approval,2023-08-22,,Submitted,MoEFCC,102
APP-0002952,LG-000561,Financial Approval,2023-08-16,,In Review,State Cabinet,79
APP-0002953,LG-000562,Administrative Approval,2022-10-13,2022-12-18,Approved,Finance Ministry,9
APP-0002954,LG-000562,Environmental Clearance,2022-10-27,2022-11-30,Approved,District Collectorate,3
APP-0002955,LG-000562,Land Acquisition Approval,2022-09-19,2022-12-18,Approved,MoEFCC,9
APP-0002956,LG-000562,Financial Approval,2022-10-16,2023-01-25,Approved,MoEFCC,0
APP-0002957,LG-000562,Government Notification,2022-10-22,,Conditionally Approved,State Cabinet,112
APP-0002958,LG-000563,Administrative Approval,2021-09-10,,In Review,MoEFCC,143
APP-0002959,LG-000563,Environmental Clearance,2021-10-05,,Conditionally Approved,State Cabinet,84
APP-0002960,LG-000563,Land Acquisition Approval,2021-08-11,,Submitted,District Collectorate,105
APP-0002961,LG-000564,Administrative Approval,2024-08-10,,In Review,State Cabinet,63
APP-0002962,LG-000564,Environmental Clearance,2024-09-19,,Conditionally Approved,Finance Ministry,115
APP-0002963,LG-000564,Land Acquisition Approval,2024-09-16,2025-01-12,Approved,Finance Ministry,3
APP-0002964,LG-000564,Financial Approval,2024-08-31,2024-12-08,Approved,District Collectorate,0
APP-0002965,LG-000564,Government Notification,2024-09-18,2024-12-03,Approved,District Collectorate,7
APP-0002966,LG-000564,Administrative Approval,2024-09-04,2024-10-17,Approved,State Cabinet,5
APP-0002967,LG-000564,Environmental Clearance,2024-10-24,2025-02-08,Approved,Finance Ministry,0
APP-0002968,LG-000564,Land Acquisition Approval,2024-08-03,2024-11-24,Approved,District Collectorate,6
APP-0002969,LG-000565,Administrative Approval,2022-07-09,2022-08-13,Approved,District Collectorate,14
APP-0002970,LG-000565,Environmental Clearance,2022-08-20,2022-11-06,Approved,MoEFCC,5
APP-0002971,LG-000565,Land Acquisition Approval,2022-07-31,,Conditionally Approved,District Collectorate,105
APP-0002972,LG-000565,Financial Approval,2022-08-06,2022-11-29,Approved,Finance Ministry,3
APP-0002973,LG-000565,Government Notification,2022-08-15,2022-12-01,Approved,District Collectorate,12
APP-0002974,LG-000565,Administrative Approval,2022-09-01,2022-12-25,Approved,Finance Ministry,11
APP-0002975,LG-000565,Environmental Clearance,2022-07-11,2022-10-26,Approved,MoEFCC,4
APP-0002976,LG-000566,Administrative Approval,2023-04-16,2023-08-09,Approved,MoEFCC,8
APP-0002977,LG-000566,Environmental Clearance,2023-05-12,2023-06-24,Approved,Finance Ministry,6
APP-0002978,LG-000566,Land Acquisition Approval,2023-04-18,2023-08-11,Approved,MoEFCC,13
APP-0002979,LG-000566,Financial Approval,2023-03-18,2023-07-02,Approved,MoEFCC,13
APP-0002980,LG-000566,Government Notification,2023-04-23,2023-06-04,Approved,State Cabinet,10
APP-0002981,LG-000566,Administrative Approval,2023-03-13,2023-05-04,Approved,Finance Ministry,10
APP-0002982,LG-000566,Environmental Clearance,2023-03-22,2023-05-24,Approved,Finance Ministry,15
APP-0002983,LG-000567,Administrative Approval,2023-07-28,2023-11-09,Approved,District Collectorate,12
APP-0002984,LG-000567,Environmental Clearance,2023-05-30,2023-08-05,Approved,State Cabinet,6
APP-0002985,LG-000567,Land Acquisition Approval,2023-08-05,2023-09-26,Approved,State Cabinet,13
APP-0002986,LG-000567,Financial Approval,2023-07-02,2023-08-09,Approved,State Cabinet,4
APP-0002987,LG-000568,Administrative Approval,2024-01-15,,In Review,Finance Ministry,147
APP-0002988,LG-000568,Environmental Clearance,2024-01-07,,In Review,MoEFCC,73
APP-0002989,LG-000568,Land Acquisition Approval,2024-01-16,,Conditionally Approved,Finance Ministry,132
APP-0002990,LG-000569,Administrative Approval,2021-12-24,2022-03-19,Approved,District Collectorate,4
APP-0002991,LG-000569,Environmental Clearance,2021-11-23,,Submitted,MoEFCC,126
APP-0002992,LG-000569,Land Acquisition Approval,2021-11-27,,Submitted,Finance Ministry,72
APP-0002993,LG-000569,Financial Approval,2021-10-05,,Conditionally Approved,State Cabinet,96
APP-0002994,LG-000570,Administrative Approval,2022-09-26,,Submitted,State Cabinet,132
APP-0002995,LG-000570,Environmental Clearance,2022-10-10,2023-01-26,Approved,MoEFCC,0
APP-0002996,LG-000570,Land Acquisition Approval,2022-10-27,,Conditionally Approved,MoEFCC,74
APP-0002997,LG-000570,Financial Approval,2022-09-12,,Submitted,Finance Ministry,98
APP-0002998,LG-000570,Government Notification,2022-10-01,,Conditionally Approved,State Cabinet,106
APP-0002999,LG-000570,Administrative Approval,2022-08-09,,Conditionally Approved,MoEFCC,79
APP-0003000,LG-000571,Administrative Approval,2018-06-25,2018-10-10,Approved,District Collectorate,15
APP-0003001,LG-000571,Environmental Clearance,2018-07-29,2018-09-05,Approved,Finance Ministry,12
APP-0003002,LG-000571,Land Acquisition Approval,2018-07-09,,Conditionally Approved,State Cabinet,75
APP-0003003,LG-000572,Administrative Approval,2024-07-03,2024-09-17,Approved,MoEFCC,6
APP-0003004,LG-000572,Environmental Clearance,2024-06-11,2024-08-26,Approved,Finance Ministry,15
APP-0003005,LG-000572,Land Acquisition Approval,2024-08-07,2024-10-23,Approved,MoEFCC,6
APP-0003006,LG-000573,Administrative Approval,2018-05-05,2018-08-26,Approved,District Collectorate,4
APP-0003007,LG-000573,Environmental Clearance,2018-07-23,2018-09-20,Approved,MoEFCC,12
APP-0003008,LG-000573,Land Acquisition Approval,2018-06-25,,Submitted,Finance Ministry,80
APP-0003009,LG-000573,Financial Approval,2018-05-23,2018-08-21,Approved,State Cabinet,15
APP-0003010,LG-000574,Administrative Approval,2024-06-27,2024-08-02,Approved,MoEFCC,3
APP-0003011,LG-000574,Environmental Clearance,2024-07-03,2024-08-10,Approved,District Collectorate,4
APP-0003012,LG-000574,Land Acquisition Approval,2024-06-26,2024-09-28,Approved,Finance Ministry,6
APP-0003013,LG-000574,Financial Approval,2024-08-11,2024-11-21,Approved,Finance Ministry,13
APP-0003014,LG-000574,Government Notification,2024-07-10,2024-10-30,Approved,State Cabinet,4
APP-0003015,LG-000574,Administrative Approval,2024-09-07,2024-10-19,Approved,MoEFCC,10
APP-0003016,LG-000575,Administrative Approval,2019-04-23,2019-08-07,Approved,Finance Ministry,8
APP-0003017,LG-000575,Environmental Clearance,2019-04-18,2019-06-09,Approved,State Cabinet,14
APP-0003018,LG-000575,Land Acquisition Approval,2019-04-15,2019-06-18,Approved,MoEFCC,2
