timeline_id,project_id,stage_name,planned_start_date,planned_end_date,actual_start_date,actual_end_date,stage_status,responsible_department,planned_duration_days,actual_duration_days,stage_delay_days
TL-0005051,LG-000460,Survey,2022-12-17,2023-03-17,2022-12-17,2023-03-21,Completed,Environmental Cell,90,94,4
TL-0005052,LG-000460,Documentation,2023-03-22,2023-06-05,2023-03-22,2023-06-07,Completed,Environmental Cell,75,77,2
TL-0005053,LG-000460,Approval,2023-06-10,2023-08-24,2023-06-10,2023-08-26,Completed,Finance Department,75,77,2
TL-0005054,LG-000460,Notification,2023-08-29,2023-10-20,2023-08-29,2023-10-26,Completed,Public Works Dept,52,58,6
TL-0005055,LG-000460,Objection/Hearing,2023-10-25,2024-01-08,2023-10-25,2024-01-23,Completed,Irrigation Department,75,90,15
TL-0005056,LG-000460,Compensation,2024-01-13,2024-03-06,2024-01-13,2024-03-15,Completed,Finance Department,53,62,9
TL-0005057,LG-000460,Legal Resolution,2024-03-11,2024-04-23,2024-03-11,2024-05-04,Completed,Land Records Cell,43,54,11
TL-0005058,LG-000460,R&R,2024-04-28,2024-07-21,2024-04-28,2024-07-24,Completed,Finance Department,84,87,3
TL-0005059,LG-000460,Possession,2024-07-26,2024-09-03,2024-07-26,,In Progress,Public Works Dept,39,0,4
TL-0005060,LG-000460,Final Handover,2024-09-08,2024-12-19,,,Not Started,Finance Department,102,0,0
TL-0005061,LG-000461,Land Identification,2019-07-24,2019-11-17,2019-07-24,2019-11-20,Completed,Legal Affairs,116,119,3
TL-0005062,LG-000461,Survey,2019-11-22,2019-12-31,2019-11-22,2020-01-01,Completed,Public Works Dept,39,40,1
TL-0005063,LG-000461,Documentation,2020-01-05,2020-03-30,2020-01-05,2020-04-10,Completed,Irrigation Department,85,96,11
TL-0005064,LG-000461,Approval,2020-04-04,2020-07-25,2020-04-04,2020-07-29,Completed,Land Records Cell,112,116,4
TL-0005065,LG-000461,Notification,2020-07-30,2020-10-30,2020-07-30,2020-11-07,Completed,Finance Department,92,100,8
TL-0005066,LG-000461,Objection/Hearing,2020-11-04,2021-03-04,2020-11-04,,In Progress,Revenue Department,120,0,0
TL-0005067,LG-000461,Compensation,2021-03-09,2021-07-02,,,Not Started,Irrigation Department,115,0,0
TL-0005068,LG-000461,Legal Resolution,2021-07-07,2021-10-25,,,Not Started,R&R Authority,110,0,0
TL-0005069,LG-000461,R&R,2021-10-30,2022-02-21,,,Not Started,Environmental Cell,114,0,0
TL-0005070,LG-000461,Possession,2022-02-26,2022-05-01,,,Not Started,Public Works Dept,64,0,0
TL-0005071,LG-000461,Final Handover,2022-05-06,2022-08-22,,,Not Started,Environmental Cell,108,0,0
TL-0005072,LG-000462,Land Identification,2019-09-02,2019-12-10,2019-09-02,2019-12-25,Completed,Finance Department,99,114,15
TL-0005073,LG-000462,Survey,2019-12-15,2020-04-13,2019-12-15,2020-04-24,Completed,Finance Department,120,131,11
TL-0005074,LG-000462,Documentation,2020-04-18,2020-07-10,2020-04-18,2020-07-15,Completed,Land Records Cell,83,88,5
TL-0005075,LG-000462,Approval,2020-07-15,2020-09-15,2020-07-15,2020-09-28,Completed,R&R Authority,62,75,13
TL-0005076,LG-000462,Notification,2020-09-20,2020-10-25,2020-09-20,2020-11-02,Completed,Legal Affairs,35,43,8
TL-0005077,LG-000462,Objection/Hearing,2020-10-30,2020-12-04,2020-10-30,2020-12-17,Completed,Irrigation Department,35,48,13
TL-0005078,LG-000462,Compensation,2020-12-09,2021-02-27,2020-12-09,2021-03-12,Completed,Public Works Dept,80,93,13
TL-0005079,LG-000462,Legal Resolution,2021-03-04,2021-06-29,2021-03-04,2021-07-12,Completed,R&R Authority,117,130,13
TL-0005080,LG-000462,R&R,2021-07-04,2021-09-16,2021-07-04,,In Progress,R&R Authority,74,0,1
TL-0005081,LG-000462,Possession,2021-09-21,2022-01-18,,,Not Started,Public Works Dept,119,0,0
TL-0005082,LG-000462,Final Handover,2022-01-23,2022-04-27,,,Not Started,Land Records Cell,94,0,0
TL-0005083,LG-000463,Land Identification,2021-08-11,2021-09-19,2021-08-11,2022-01-18,Completed,Land Records Cell,39,160,121
TL-0005084,LG-000463,Survey,2021-09-24,2022-01-14,2021-09-24,2022-03-27,Completed,Public Works Dept,112,184,72
TL-0005085,LG-000463,Documentation,2022-01-19,2022-03-11,2022-01-19,2022-05-26,Completed,Public Works Dept,51,127,76
TL-0005086,LG-000463,Approval,2022-03-16,2022-04-17,2022-03-16,,In Progress,Public Works Dept,32,0,81
TL-0005087,LG-000463,Notification,2022-04-22,2022-07-02,,,Not Started,Environmental Cell,71,0,0
TL-0005088,LG-000463,Objection/Hearing,2022-07-07,2022-10-15,,,Not Started,Irrigation Department,100,0,0
TL-0005089,LG-000463,Compensation,2022-10-20,2022-11-27,,,Not Started,Irrigation Department,38,0,0
TL-0005090,LG-000463,Legal Resolution,2022-12-02,2023-01-09,,,Not Started,Legal Affairs,38,0,0
TL-0005091,LG-000463,R&R,2023-01-14,2023-03-10,,,Not Started,Revenue Department,55,0,0
TL-0005092,LG-000463,Possession,2023-03-15,2023-07-08,,,Not Started,Finance Department,115,0,0
TL-0005093,LG-000463,Final Handover,2023-07-13,2023-11-07,,,Not Started,Public Works Dept,117,0,0
TL-0005094,LG-000464,Land Identification,2022-10-27,2022-12-31,2022-10-27,2023-01-04,Completed,Legal Affairs,65,69,4
TL-0005095,LG-000464,Survey,2023-01-05,2023-02-08,2023-01-05,,In Progress,Revenue Department,34,0,8
TL-0005096,LG-000464,Documentation,2023-02-13,2023-04-25,,,Not Started,Land Records Cell,71,0,0
TL-0005097,LG-000464,Approval,2023-04-30,2023-06-15,,,Not Started,Revenue Department,46,0,0
TL-0005098,LG-000464,Notification,2023-06-20,2023-09-26,,,Not Started,Land Records Cell,98,0,0
TL-0005099,LG-000464,Objection/Hearing,2023-10-01,2024-01-13,,,Not Started,Revenue Department,104,0,0
TL-0005100,LG-000464,Compensation,2024-01-18,2024-04-17,,,Not Started,Finance Department,90,0,0
TL-0005101,LG-000464,Legal Resolution,2024-04-22,2024-07-11,,,Not Started,Revenue Department,80,0,0
TL-0005102,LG-000464,R&R,2024-07-16,2024-09-06,,,Not Started,Legal Affairs,52,0,0
TL-0005103,LG-000464,Possession,2024-09-11,2024-10-14,,,Not Started,Legal Affairs,33,0,0
TL-0005104,LG-000464,Final Handover,2024-10-19,2025-01-04,,,Not Started,Legal Affairs,77,0,0
TL-0005105,LG-000465,Land Identification,2020-07-16,2020-10-15,2020-07-16,2021-02-23,Completed,Land Records Cell,91,222,131
TL-0005106,LG-000465,Survey,2020-10-20,2020-11-20,2020-10-20,2021-04-10,Completed,Irrigation Department,31,172,141
TL-0005107,LG-000465,Documentation,2020-11-25,2021-02-27,2020-11-25,2021-07-09,Completed,Legal Affairs,94,226,132
TL-0005108,LG-000465,Approval,2021-03-04,2021-05-25,2021-03-04,2021-07-11,Completed,R&R Authority,82,129,47
TL-0005109,LG-000465,Notification,2021-05-30,2021-09-22,2021-05-30,2021-12-09,Completed,R&R Authority,115,193,78
TL-0005110,LG-000465,Objection/Hearing,2021-09-27,2021-12-17,2021-09-27,2022-03-27,Completed,Public Works Dept,81,181,100
TL-0005111,LG-000465,Compensation,2021-12-22,2022-02-01,2021-12-22,2022-06-30,Completed,Land Records Cell,41,190,149
TL-0005112,LG-000465,Legal Resolution,2022-02-06,2022-05-24,2022-02-06,2022-07-13,Completed,Environmental Cell,107,157,50
TL-0005113,LG-000465,R&R,2022-05-29,2022-08-21,2022-05-29,2023-01-03,Completed,Environmental Cell,84,219,135
TL-0005114,LG-000465,Possession,2022-08-26,2022-10-11,2022-08-26,,Delayed,Irrigation Department,46,0,20
TL-0005115,LG-000465,Final Handover,2022-10-16,2022-12-29,,,Not Started,Environmental Cell,74,0,0
TL-0005116,LG-000466,Land Identification,2023-05-14,2023-07-06,2023-05-14,2023-07-18,Completed,Revenue Department,53,65,12
TL-0005117,LG-000466,Survey,2023-07-11,2023-10-09,2023-07-11,,In Progress,Irrigation Department,90,0,3
TL-0005118,LG-000466,Documentation,2023-10-14,2023-12-16,,,Not Started,Public Works Dept,63,0,0
TL-0005119,LG-000466,Approval,2023-12-21,2024-02-04,,,Not Started,Environmental Cell,45,0,0
TL-0005120,LG-000466,Notification,2024-02-09,2024-03-20,,,Not Started,Land Records Cell,40,0,0
TL-0005121,LG-000466,Objection/Hearing,2024-03-25,2024-06-05,,,Not Started,R&R Authority,72,0,0
TL-0005122,LG-000466,Compensation,2024-06-10,2024-09-14,,,Not Started,R&R Authority,96,0,0
TL-0005123,LG-000466,Legal Resolution,2024-09-19,2024-12-22,,,Not Started,Public Works Dept,94,0,0
TL-0005124,LG-000466,R&R,2024-12-27,2025-04-07,,,Not Started,Legal Affairs,101,0,0
TL-0005125,LG-000466,Possession,2025-04-12,2025-07-28,,,Not Started,Revenue Department,107,0,0
TL-0005126,LG-000466,Final Handover,2025-08-02,2025-11-16,,,Not Started,Land Records Cell,106,0,0
TL-0005127,LG-000467,Land Identification,2023-08-01,2023-11-02,2023-08-01,2023-11-17,Completed,Public Works Dept,93,108,15
TL-0005128,LG-000467,Survey,2023-11-07,2023-12-21,2023-11-07,2023-12-30,Completed,Land Records Cell,44,53,9
TL-0005129,LG-000467,Documentation,2023-12-26,2024-02-17,2023-12-26,,In Progress,Revenue Department,53,0,4
TL-0005130,LG-000467,Approval,2024-02-22,2024-04-28,,,Not Started,Environmental Cell,66,0,0
TL-0005131,LG-000467,Notification,2024-05-03,2024-07-10,,,Not Started,Finance Department,68,0,0
TL-0005132,LG-000467,Objection/Hearing,2024-07-15,2024-09-19,,,Not Started,Public Works Dept,66,0,0
TL-0005133,LG-000467,Compensation,2024-09-24,2025-01-20,,,Not Started,Revenue Department,118,0,0
TL-0005134,LG-000467,Legal Resolution,2025-01-25,2025-04-22,,,Not Started,Finance Department,87,0,0
TL-0005135,LG-000467,R&R,2025-04-27,2025-08-18,,,Not Started,Revenue Department,113,0,0
TL-0005136,LG-000467,Possession,2025-08-23,2025-11-29,,,Not Started,Finance Department,98,0,0
TL-0005137,LG-000467,Final Handover,2025-12-04,2026-01-18,,,Not Started,Legal Affairs,45,0,0
TL-0005138,LG-000468,Land Identification,2023-03-27,2023-07-04,2023-03-27,2023-11-10,Completed,R&R Authority,99,228,129
TL-0005139,LG-000468,Survey,2023-07-09,2023-09-13,2023-07-09,2023-12-06,Completed,Public Works Dept,66,150,84
TL-0005140,LG-000468,Documentation,2023-09-18,2023-12-26,2023-09-18,2024-05-12,Completed,Land Records Cell,99,237,138
TL-0005141,LG-000468,Approval,2023-12-31,2024-04-19,2023-12-31,2024-09-15,Completed,Land Records Cell,110,259,149
TL-0005142,LG-000468,Notification,2024-04-24,2024-06-12,2024-04-24,2024-09-10,Completed,Environmental Cell,49,139,90
TL-0005143,LG-000468,Objection/Hearing,2024-06-17,2024-09-26,2024-06-17,,Delayed,Finance Department,101,0,89
TL-0005144,LG-000468,Compensation,2024-10-01,2024-12-14,,,Not Started,Public Works Dept,74,0,0
TL-0005145,LG-000468,Legal Resolution,2024-12-19,2025-03-09,,,Not Started,Environmental Cell,80,0,0
TL-0005146,LG-000468,R&R,2025-03-14,2025-05-05,,,Not Started,Finance Department,52,0,0
TL-0005147,LG-000468,Possession,2025-05-10,2025-08-04,,,Not Started,R&R Authority,86,0,0
TL-0005148,LG-000468,Final Handover,2025-08-09,2025-11-03,,,Not Started,Irrigation Department,86,0,0
TL-0005149,LG-000469,Land Identification,2020-09-20,2021-01-02,2020-09-20,2021-03-02,Completed,Land Records Cell,104,163,59
TL-0005150,LG-000469,Survey,2021-01-07,2021-03-10,2021-01-07,,In Progress,Revenue Department,62,0,51
TL-0005151,LG-000469,Documentation,2021-03-15,2021-06-03,,,Not Started,R&R Authority,80,0,0
TL-0005152,LG-000469,Approval,2021-06-08,2021-09-19,,,Not Started,Irrigation Department,103,0,0
TL-0005153,LG-000469,Notification,2021-09-24,2022-01-04,,,Not Started,Public Works Dept,102,0,0
TL-0005154,LG-000469,Objection/Hearing,2022-01-09,2022-04-21,,,Not Started,Legal Affairs,102,0,0
TL-0005155,LG-000469,Compensation,2022-04-26,2022-06-16,,,Not Started,Land Records Cell,51,0,0
TL-0005156,LG-000469,Legal Resolution,2022-06-21,2022-08-30,,,Not Started,Legal Affairs,70,0,0
TL-0005157,LG-000469,R&R,2022-09-04,2022-10-13,,,Not Started,Revenue Department,39,0,0
TL-0005158,LG-000469,Possession,2022-10-18,2023-02-07,,,Not Started,Environmental Cell,112,0,0
TL-0005159,LG-000469,Final Handover,2023-02-12,2023-05-25,,,Not Started,Legal Affairs,102,0,0
TL-0005160,LG-000470,Land Identification,2020-05-12,2020-06-13,2020-05-12,2020-06-17,Completed,Finance Department,32,36,4
TL-0005161,LG-000470,Survey,2020-06-18,2020-07-27,2020-06-18,2020-08-04,Completed,Land Records Cell,39,47,8
TL-0005162,LG-000470,Documentation,2020-08-01,2020-10-24,2020-08-01,2020-11-01,Completed,Finance Department,84,92,8
TL-0005163,LG-000470,Approval,2020-10-29,2021-02-24,2020-10-29,,In Progress,Land Records Cell,118,0,5
TL-0005164,LG-000470,Notification,2021-03-01,2021-05-19,,,Not Started,Land Records Cell,79,0,0
TL-0005165,LG-000470,Objection/Hearing,2021-05-24,2021-08-26,,,Not Started,Environmental Cell,94,0,0
TL-0005166,LG-000470,Compensation,2021-08-31,2021-11-26,,,Not Started,Legal Affairs,87,0,0
TL-0005167,LG-000470,Legal Resolution,2021-12-01,2022-03-04,,,Not Started,Public Works Dept,93,0,0
TL-0005168,LG-000470,R&R,2022-03-09,2022-04-24,,,Not Started,Irrigation Department,46,0,0
TL-0005169,LG-000470,Possession,2022-04-29,2022-08-04,,,Not Started,Legal Affairs,97,0,0
TL-0005170,LG-000470,Final Handover,2022-08-09,2022-11-20,,,Not Started,Irrigation Department,103,0,0
TL-0005171,LG-000471,Land Identification,2019-01-06,2019-04-06,2019-01-06,2019-04-20,Completed,Environmental Cell,90,104,14
TL-0005172,LG-000471,Survey,2019-04-11,2019-06-29,2019-04-11,2019-07-06,Completed,Finance Department,79,86,7
TL-0005173,LG-000471,Documentation,2019-07-04,2019-09-02,2019-07-04,2019-09-14,Completed,Legal Affairs,60,72,12
TL-0005174,LG-000471,Approval,2019-09-07,2020-01-03,2019-09-07,,In Progress,Environmental Cell,118,0,8
TL-0005175,LG-000471,Notification,2020-01-08,2020-05-04,,,Not Started,Public Works Dept,117,0,0
TL-0005176,LG-000471,Objection/Hearing,2020-05-09,2020-08-10,,,Not Started,Legal Affairs,93,0,0
TL-0005177,LG-000471,Compensation,2020-08-15,2020-10-21,,,Not Started,Finance Department,67,0,0
TL-0005178,LG-000471,Legal Resolution,2020-10-26,2020-12-24,,,Not Started,Revenue Department,59,0,0
TL-0005179,LG-000471,R&R,2020-12-29,2021-03-27,,,Not Started,Irrigation Department,88,0,0
TL-0005180,LG-000471,Possession,2021-04-01,2021-05-20,,,Not Started,Irrigation Department,49,0,0
TL-0005181,LG-000471,Final Handover,2021-05-25,2021-07-15,,,Not Started,Environmental Cell,51,0,0
TL-0005182,LG-000472,Land Identification,2021-11-05,2021-12-08,2021-11-05,2021-12-16,Completed,Finance Department,33,41,8
TL-0005183,LG-000472,Survey,2021-12-13,2022-02-28,2021-12-13,2022-03-01,Completed,R&R Authority,77,78,1
TL-0005184,LG-000472,Documentation,2022-03-05,2022-05-12,2022-03-05,2022-05-19,Completed,Land Records Cell,68,75,7
TL-0005185,LG-000472,Approval,2022-05-17,2022-08-20,2022-05-17,2022-08-21,Completed,Revenue Department,95,96,1
TL-0005186,LG-000472,Notification,2022-08-25,2022-10-24,2022-08-25,2022-10-29,Completed,Public Works Dept,60,65,5
TL-0005187,LG-000472,Objection/Hearing,2022-10-29,2023-01-27,2022-10-29,2023-02-05,Completed,Public Works Dept,90,99,9
TL-0005188,LG-000472,Compensation,2023-02-01,2023-03-31,2023-02-01,,In Progress,Finance Department,58,0,10
TL-0005189,LG-000472,Legal Resolution,2023-04-05,2023-07-25,,,Not Started,Revenue Department,111,0,0
TL-0005190,LG-000472,R&R,2023-07-30,2023-09-07,,,Not Started,Legal Affairs,39,0,0
TL-0005191,LG-000472,Possession,2023-09-12,2024-01-03,,,Not Started,Finance Department,113,0,0
TL-0005192,LG-000472,Final Handover,2024-01-08,2024-03-03,,,Not Started,Environmental Cell,55,0,0
TL-0005193,LG-000473,Land Identification,2019-03-27,2019-07-16,2019-03-27,2019-07-23,Completed,Land Records Cell,111,118,7
TL-0005194,LG-000473,Survey,2019-07-21,2019-08-22,2019-07-21,2019-09-03,Completed,Public Works Dept,32,44,12
TL-0005195,LG-000473,Documentation,2019-08-27,2019-12-08,2019-08-27,2019-12-23,Completed,Revenue Department,103,118,15
TL-0005196,LG-000473,Approval,2019-12-13,2020-03-20,2019-12-13,2020-03-23,Completed,Legal Affairs,98,101,3
TL-0005197,LG-000473,Notification,2020-03-25,2020-04-25,2020-03-25,,In Progress,Revenue Department,31,0,6
TL-0005198,LG-000473,Objection/Hearing,2020-04-30,2020-06-16,,,Not Started,Revenue Department,47,0,0
TL-0005199,LG-000473,Compensation,2020-06-21,2020-09-25,,,Not Started,Land Records Cell,96,0,0
TL-0005200,LG-000473,Legal Resolution,2020-09-30,2020-12-16,,,Not Started,Land Records Cell,77,0,0
TL-0005201,LG-000473,R&R,2020-12-21,2021-03-07,,,Not Started,Finance Department,76,0,0
TL-0005202,LG-000473,Possession,2021-03-12,2021-05-05,,,Not Started,Environmental Cell,54,0,0
TL-0005203,LG-000473,Final Handover,2021-05-10,2021-07-22,,,Not Started,Legal Affairs,73,0,0
TL-0005204,LG-000474,Land Identification,2024-10-08,2024-11-25,2024-10-08,2024-11-30,Completed,R&R Authority,48,53,5
TL-0005205,LG-000474,Survey,2024-11-30,2025-02-10,2024-11-30,2025-02-23,Completed,Land Records Cell,72,85,13
TL-0005206,LG-000474,Documentation,2025-02-15,2025-03-31,2025-02-15,2025-04-05,Completed,Finance Department,44,49,5
TL-0005207,LG-000474,Approval,2025-04-05,2025-06-12,2025-04-05,2025-06-12,Completed,R&R Authority,68,68,0
TL-0005208,LG-000474,Notification,2025-06-17,2025-07-26,2025-06-17,,In Progress,Irrigation Department,39,0,5
TL-0005209,LG-000474,Objection/Hearing,2025-07-31,2025-10-26,,,Not Started,Land Records Cell,87,0,0
TL-0005210,LG-000474,Compensation,2025-10-31,2026-02-05,,,Not Started,Legal Affairs,97,0,0
TL-0005211,LG-000474,Legal Resolution,2026-02-10,2026-05-19,,,Not Started,Finance Department,98,0,0
TL-0005212,LG-000474,R&R,2026-05-24,2026-09-19,,,Not Started,Finance Department,118,0,0
TL-0005213,LG-000474,Possession,2026-09-24,2026-12-10,,,Not Started,Public Works Dept,77,0,0
TL-0005214,LG-000474,Final Handover,2026-12-15,2027-02-17,,,Not Started,R&R Authority,64,0,0
TL-0005215,LG-000475,Land Identification,2020-09-18,2020-12-08,2020-09-18,2020-12-13,Completed,Finance Department,81,86,5
TL-0005216,LG-000475,Survey,2020-12-13,2021-02-21,2020-12-13,2021-03-07,Completed,R&R Authority,70,84,14
TL-0005217,LG-000475,Documentation,2021-02-26,2021-04-08,2021-02-26,2021-04-15,Completed,Land Records Cell,41,48,7
TL-0005218,LG-000475,Approval,2021-04-13,2021-06-24,2021-04-13,2021-07-07,Completed,Environmental Cell,72,85,13
TL-0005219,LG-000475,Notification,2021-06-29,2021-08-10,2021-06-29,2021-08-18,Completed,Finance Department,42,50,8
TL-0005220,LG-000475,Objection/Hearing,2021-08-15,2021-10-26,2021-08-15,,In Progress,Irrigation Department,72,0,7
TL-0005221,LG-000475,Compensation,2021-10-31,2022-02-12,,,Not Started,Environmental Cell,104,0,0
TL-0005222,LG-000475,Legal Resolution,2022-02-17,2022-05-03,,,Not Started,R&R Authority,75,0,0
TL-0005223,LG-000475,R&R,2022-05-08,2022-06-11,,,Not Started,Public Works Dept,34,0,0
TL-0005224,LG-000475,Possession,2022-06-16,2022-09-16,,,Not Started,Legal Affairs,92,0,0
TL-0005225,LG-000475,Final Handover,2022-09-21,2022-11-05,,,Not Started,Irrigation Department,45,0,0
TL-0005226,LG-000476,Land Identification,2020-11-07,2021-01-31,2020-11-07,2021-02-02,Completed,Legal Affairs,85,87,2
TL-0005227,LG-000476,Survey,2021-02-05,2021-04-13,2021-02-05,2021-04-19,Completed,Land Records Cell,67,73,6
TL-0005228,LG-000476,Documentation,2021-04-18,2021-07-18,2021-04-18,2021-07-27,Completed,R&R Authority,91,100,9
TL-0005229,LG-000476,Approval,2021-07-23,2021-10-28,2021-07-23,2021-11-06,Completed,Revenue Department,97,106,9
TL-0005230,LG-000476,Notification,2021-11-02,2022-02-20,2021-11-02,,In Progress,Environmental Cell,110,0,5
TL-0005231,LG-000476,Objection/Hearing,2022-02-25,2022-05-21,,,Not Started,Irrigation Department,85,0,0
TL-0005232,LG-000476,Compensation,2022-05-26,2022-07-02,,,Not Started,Revenue Department,37,0,0
TL-0005233,LG-000476,Legal Resolution,2022-07-07,2022-09-16,,,Not Started,Legal Affairs,71,0,0
TL-0005234,LG-000476,R&R,2022-09-21,2022-11-11,,,Not Started,Legal Affairs,51,0,0
TL-0005235,LG-000476,Possession,2022-11-16,2022-12-23,,,Not Started,Public Works Dept,37,0,0
TL-0005236,LG-000476,Final Handover,2022-12-28,2023-02-04,,,Not Started,Revenue Department,38,0,0
TL-0005237,LG-000477,Land Identification,2018-07-12,2018-10-07,2018-07-12,2019-02-18,Completed,Legal Affairs,87,221,134
TL-0005238,LG-000477,Survey,2018-10-12,2018-12-30,2018-10-12,2019-05-19,Completed,Legal Affairs,79,219,140
TL-0005239,LG-000477,Documentation,2019-01-04,2019-02-09,2019-01-04,2019-06-05,Completed,R&R Authority,36,152,116
TL-0005240,LG-000477,Approval,2019-02-14,2019-03-16,2019-02-14,2019-05-04,Completed,R&R Authority,30,79,49
